"","LocalityName","Treatment","Years_Since_Exclosure","Group","Month","Mean_Subplot_Albedo","SE"
"1685","notodden3","UB",7,"Pine",1,0.415042703960984,0.00631334059098752
"1686","notodden5","UB",7,"Pine",1,0.433803249090157,0.00129521176564352
"1687","notodden6","UB",7,"Pine",1,0.406620288470683,0.00482560213239548
"1688","selbu_kl","UB",7,"Pine",1,0.382654201670897,0.00200529525571937
"1689","singsaas","UB",7,"Pine",1,0.425413844036287,0.0011293270140366
"1690","sl_tydal","UB",7,"Pine",1,0.439057532738982,0.00218287002646386
"1691","stangeskovene_aurskog","UB",7,"Pine",1,0.362341212665496,0.00436035921410147
"1692","stangeskovene_eidskog","UB",7,"Pine",1,0.298779236347052,0.000704553612739993
"1693","stig_dahlen","UB",7,"Pine",1,0.294839784132978,0.00169420712366479
"1694","truls_holm","UB",7,"Pine",1,0.359470861902915,0.00294090886953963
"1695","verdal_1vb","UB",7,"Pine",1,0.33751515701281,9.55485110289462e-05
"1696","verdal_2vb","UB",7,"Pine",1,0.303055262959947,NA
"1697","bratsberg","B",8,"Pine",1,0.387887356187637,NA
"1698","didrik_holmsen","B",8,"Pine",1,0.339147180385219,0.00105966063303895
"1699","drangedal1","B",8,"Pine",1,0.397848259298316,0.00718756253829762
"1700","drangedal3","B",8,"Pine",1,0.423569429925346,0.000552062645870322
"1701","drangedal4","B",8,"Pine",1,0.421246002386824,NA
"1702","fritsoe1","B",8,"Pine",1,0.435507240758171,0.00691519434741056
"1703","furesdal","B",8,"Pine",1,0.415445361084071,0.0018231861364408
"1704","halvard_pramhus","B",8,"Pine",1,0.283395754785213,0.0121096436716674
"1705","hi_tydal","B",8,"Pine",1,0.436577417841055,NA
"1706","kviteseid1","B",8,"Pine",1,0.42656835094231,0.00585586270932598
"1707","kviteseid2","B",8,"Pine",1,0.443112853297883,0.00175537172653256
"1708","nome_cappelen1","B",8,"Pine",1,0.389947609137945,0.005308958476082
"1709","nome_cappelen2","B",8,"Pine",1,0.370552291332924,0.00433883109891986
"1710","notodden3","B",8,"Pine",1,0.389089098737971,0.0150264732087311
"1711","notodden5","B",8,"Pine",1,0.430574772526713,0.000908829316792703
"1712","notodden6","B",8,"Pine",1,0.393531248118386,0.0042191639882626
"1713","nsb_verdal","B",8,"Pine",1,0.279088758360951,0.00107493923798285
"1714","selbu_kl","B",8,"Pine",1,0.388613116811889,0.00442930787898651
"1715","singsaas","B",8,"Pine",1,0.420927619262257,0.00105420223283911
"1716","sl_tydal","B",8,"Pine",1,0.43820457133642,0.00208823043330492
"1717","stangeskovene_aurskog","B",8,"Pine",1,0.354285425600207,0.00502494668941211
"1718","stangeskovene_eidskog","B",8,"Pine",1,0.29483085662024,0.00183375713624073
"1719","steinkjer_1bbb","B",8,"Pine",1,0.41528561282231,NA
"1720","stig_dahlen","B",8,"Pine",1,0.30190198298947,0.000219258633744125
"1721","sub_namdalseid","B",8,"Pine",1,0.419313368911813,NA
"1722","truls_holm","B",8,"Pine",1,0.336541074531005,0.00814160483493146
"1723","verdal_1vb","B",8,"Pine",1,0.336249081439732,0.000696113448283434
"1724","verdal_2vb","B",8,"Pine",1,0.292984552348635,NA
"1725","bratsberg","UB",8,"Pine",1,0.389002610326288,0
"1726","drangedal1","UB",8,"Pine",1,0.414417360425566,NA
"1727","drangedal3","UB",8,"Pine",1,0.424458779018437,0.000353055714816808
"1728","fritsoe1","UB",8,"Pine",1,0.434978238139793,0.00198751246579856
"1729","furesdal","UB",8,"Pine",1,0.417700482273079,0.00196135931992083
"1730","halvard_pramhus","UB",8,"Pine",1,0.302398507482976,0.00809192173169729
"1731","hi_tydal","UB",8,"Pine",1,0.431890588344335,NA
"1732","kviteseid1","UB",8,"Pine",1,0.43153483732924,0.00358542515640597
"1733","kviteseid2","UB",8,"Pine",1,0.459758421993503,0.000661211098401551
"1734","malvik","UB",8,"Pine",1,0.360748248217398,0.00273637786683678
"1735","nome_cappelen1","UB",8,"Pine",1,0.393195976762609,0.00451681769657346
"1736","nome_cappelen2","UB",8,"Pine",1,0.37365282075095,0.00557027632308349
"1737","notodden3","UB",8,"Pine",1,0.412103543736638,0.00722173360213965
"1738","notodden5","UB",8,"Pine",1,0.43246861655062,0.00163404229953626
"1739","notodden6","UB",8,"Pine",1,0.403202378112384,0.00581903842142782
"1740","selbu_kl","UB",8,"Pine",1,0.379733649712979,0.00317825241141754
"1741","singsaas","UB",8,"Pine",1,0.42531778182487,0.0011276998179347
"1742","sl_tydal","UB",8,"Pine",1,0.438016131381745,0.00277932734715386
"1743","stangeskovene_aurskog","UB",8,"Pine",1,0.361378802955715,0.00530707962935949
"1744","stangeskovene_eidskog","UB",8,"Pine",1,0.297529799160256,0.00102132859281657
"1745","stig_dahlen","UB",8,"Pine",1,0.294255913347966,0.00256826098736864
"1746","truls_holm","UB",8,"Pine",1,0.356260586556375,0.00453313467646352
"1747","verdal_1vb","UB",8,"Pine",1,0.337313129886149,0.000194588296880986
"1748","verdal_2vb","UB",8,"Pine",1,0.303055262959947,NA
"1749","bratsberg","B",9,"Pine",1,0.388457860541799,0.000570504354161866
"1750","drangedal1","B",9,"Pine",1,0.39407018961838,0.0075236400819618
"1751","drangedal3","B",9,"Pine",1,0.424267369519105,0.000428682163187532
"1752","drangedal4","B",9,"Pine",1,0.421246002386824,NA
"1753","fritsoe1","B",9,"Pine",1,0.432939092389831,0.00755041219365205
"1754","furesdal","B",9,"Pine",1,0.414722684728609,0.00235970153724778
"1755","hi_tydal","B",9,"Pine",1,0.436577417841055,NA
"1756","kviteseid1","B",9,"Pine",1,0.42656835094231,0.00585586270932598
"1757","kviteseid2","B",9,"Pine",1,0.434209730524573,0.0040827986804706
"1758","nome_cappelen1","B",9,"Pine",1,0.383675942818858,0.00536729558151252
"1759","nome_cappelen2","B",9,"Pine",1,0.368064607592168,0.00563329336787329
"1760","notodden3","B",9,"Pine",1,0.388337363404937,0.0126393337410402
"1761","notodden5","B",9,"Pine",1,0.430574772526713,0.000908829316792703
"1762","notodden6","B",9,"Pine",1,0.387340132541011,0.00335841522296517
"1763","nsb_verdal","B",9,"Pine",1,0.278015847289437,0.00063815930708333
"1764","selbu_kl","B",9,"Pine",1,0.387320330921327,0.00563313993028447
"1765","selbu_sl","B",9,"Pine",1,0.419785742237848,NA
"1766","singsaas","B",9,"Pine",1,0.42094692647984,0.00177937897949729
"1767","sl_tydal","B",9,"Pine",1,0.438661199412119,0.0021269980750584
"1768","sub_namdalseid","B",9,"Pine",1,0.419313368911813,0
"1769","verdal_1vb","B",9,"Pine",1,0.335513616414343,0.000451256677800915
"1770","verdal_2vb","B",9,"Pine",1,0.30303363418529,0.000229271702225614
"1771","bratsberg","UB",9,"Pine",1,0.388794743628165,0.000103933349061761
"1772","drangedal1","UB",9,"Pine",1,0.41210019827021,NA
"1773","drangedal3","UB",9,"Pine",1,0.424078170382396,0.000500331888033168
"1774","fritsoe1","UB",9,"Pine",1,0.432372037482515,0.0025504279261961
"1775","furesdal","UB",9,"Pine",1,0.41664085539938,0.00274844203251349
"1776","hi_tydal","UB",9,"Pine",1,0.431890588344335,NA
"1777","kviteseid1","UB",9,"Pine",1,0.427466207787986,0.00583330190034315
"1778","kviteseid2","UB",9,"Pine",1,0.45868455856468,0.00119660071940519
"1779","malvik","UB",9,"Pine",1,0.358858935647724,0.00278306953380981
"1780","nome_cappelen1","UB",9,"Pine",1,0.391055880013764,0.00480826066689377
"1781","nome_cappelen2","UB",9,"Pine",1,0.369005057117126,0.00645060540066682
"1782","notodden3","UB",9,"Pine",1,0.410064201687755,0.00777295536110732
"1783","notodden5","UB",9,"Pine",1,0.431964085682328,0.00274839242455232
"1784","notodden6","UB",9,"Pine",1,0.400840362243226,0.00632163945231938
"1785","nsb_verdal","UB",9,"Pine",1,0.278500137224599,NA
"1786","selbu_kl","UB",9,"Pine",1,0.37554561376448,0.0039091359020399
"1787","singsaas","UB",9,"Pine",1,0.424758514296397,0.00173047062581842
"1788","sl_tydal","UB",9,"Pine",1,0.436677540720246,0.00120407456911268
"1789","verdal_1vb","UB",9,"Pine",1,0.336942623172529,0.000100774025959903
"1790","verdal_2vb","UB",9,"Pine",1,0.30168930362031,NA
"1791","bratsberg","B",10,"Pine",1,0.388457860541799,0.000570504354161866
"1792","hi_tydal","B",10,"Pine",1,0.436577417841055,NA
"1793","nsb_verdal","B",10,"Pine",1,0.278021931870788,0.00127634439770211
"1794","selbu_kl","B",10,"Pine",1,0.389813298438431,0.00456687808918673
"1795","selbu_sl","B",10,"Pine",1,0.418766467677634,NA
"1796","singsaas","B",10,"Pine",1,0.420250550494092,0.0013855230716326
"1797","sl_tydal","B",10,"Pine",1,0.437921701976638,0.00283870580257022
"1798","sub_namdalseid","B",10,"Pine",1,0.419824898417016,0.000511529505203168
"1799","verdal_1vb","B",10,"Pine",1,0.33608520386475,0.000646650195195236
"1800","verdal_2vb","B",10,"Pine",1,0.303608640253534,0.000345734366018285
"1801","bratsberg","UB",10,"Pine",1,0.38848366223147,0.00020714804763324
"1802","hi_tydal","UB",10,"Pine",1,0.429708544106265,NA
"1803","malvik","UB",10,"Pine",1,0.358116079209096,0.00312108480805238
"1804","nsb_verdal","UB",10,"Pine",1,0.278500137224599,NA
"1805","selbu_kl","UB",10,"Pine",1,0.376371160509559,0.00281125357147309
"1806","singsaas","UB",10,"Pine",1,0.424433621675106,0.00200948799572995
"1807","sl_tydal","UB",10,"Pine",1,0.431791298445097,0.00276427373180472
"1808","verdal_1vb","UB",10,"Pine",1,0.336674700601944,0.000227893037299882
"1809","verdal_2vb","UB",10,"Pine",1,0.30168930362031,NA
"1810","bratsberg","B",11,"Pine",1,0.388457860541799,0.000570504354161866
"1811","hi_tydal","B",11,"Pine",1,0.436577417841055,NA
"1812","nsb_verdal","B",11,"Pine",1,0.278015847289437,0.00063815930708333
"1813","selbu_kl","B",11,"Pine",1,0.390831125929151,0.00349358531954346
"1814","selbu_sl","B",11,"Pine",1,0.418766467677634,NA
"1815","singsaas","B",11,"Pine",1,0.418589569551592,0.00243279001350783
"1816","sl_tydal","B",11,"Pine",1,0.438267554259402,0.00145429032448757
"1817","sub_namdalseid","B",11,"Pine",1,0.418973791779746,NA
"1818","verdal_1vb","B",11,"Pine",1,0.336003004294432,0.00058684510976945
"1819","verdal_2vb","B",11,"Pine",1,0.303262905887516,NA
"1820","bratsberg","UB",11,"Pine",1,0.388173298380589,0.000273760420451736
"1821","hi_tydal","UB",11,"Pine",1,0.417914865440659,NA
"1822","malvik","UB",11,"Pine",1,0.357535654953703,0.00332630321166069
"1823","nsb_verdal","UB",11,"Pine",1,0.277457210645124,NA
"1824","selbu_kl","UB",11,"Pine",1,0.372390938259427,0.00563892206762831
"1825","singsaas","UB",11,"Pine",1,0.422563524852883,0.00266492900751888
"1826","sl_tydal","UB",11,"Pine",1,0.428881895357442,0.00245108608491451
"1827","verdal_1vb","UB",11,"Pine",1,0.336741449407716,0.000167625542477193
"1828","verdal_2vb","UB",11,"Pine",1,0.299975714270111,NA
"1829","bratsberg","B",1,"Spruce",1,0.357326217965771,0.0163370032428682
"1830","drangedal1","B",1,"Spruce",1,0.402122445605017,0.00137768751547512
"1831","drangedal4","B",1,"Spruce",1,0.408116832131082,0.000254834431857087
"1832","fritsoe1","B",1,"Spruce",1,0.426546697906773,0.000737359153824312
"1833","fritsoe2","B",1,"Spruce",1,0.395752472132998,0.0024100348167815
"1834","furesdal","B",1,"Spruce",1,0.401567725071821,0.00229361771572247
"1835","hi_tydal","B",1,"Spruce",1,0.419097323986197,0.000916593411782836
"1836","kviteseid1","B",1,"Spruce",1,0.423116602522434,NA
"1837","kviteseid2","B",1,"Spruce",1,0.435696895602037,0.00726589551920614
"1838","kviteseid3","B",1,"Spruce",1,0.428939042824043,0.00458277603554488
"1839","malvik","B",1,"Spruce",1,0.347405322370285,0.000819466424426759
"1840","namdalseid_1kub","B",1,"Spruce",1,0.372318772661668,0.000446507514961855
"1841","nome_cappelen1","B",1,"Spruce",1,0.385079937986471,0.000223220691192627
"1842","nome_cappelen2","B",1,"Spruce",1,0.373577144814113,0.000418591506758215
"1843","notodden3","B",1,"Spruce",1,0.412793117457794,0.000461127882825524
"1844","notodden5","B",1,"Spruce",1,0.390527670775656,0.0100897882423473
"1845","notodden6","B",1,"Spruce",1,0.401444530915104,0
"1846","nsb_verdal","B",1,"Spruce",1,0.266924418571674,0.000264125780228649
"1847","selbu_flub","B",1,"Spruce",1,0.357245497646512,0.00101066913465612
"1848","selbu_kl","B",1,"Spruce",1,0.365671729687629,0.0152136138229489
"1849","selbu_sl","B",1,"Spruce",1,0.401615411733934,0.00116666275174983
"1850","singsaas","B",1,"Spruce",1,0.401352420780403,0.00141560853710595
"1851","sl_tydal","B",1,"Spruce",1,0.426825451143032,0.000187139236444052
"1852","steinkjer_1bbb","B",1,"Spruce",1,0.397656672240935,0.0013284479861374
"1853","steinkjer_2bbb","B",1,"Spruce",1,0.382860058726312,0.00945549886942406
"1854","sub_namdalseid","B",1,"Spruce",1,0.404783575173453,0.000144489120195317
"1855","verdal_1vb","B",1,"Spruce",1,0.321100383838199,NA
"1856","verdal_2vb","B",1,"Spruce",1,0.283450663208248,0.00113232920531853
"1857","bratsberg","UB",1,"Spruce",1,0.368750428409889,0.0030645217964523
"1858","drangedal1","UB",1,"Spruce",1,0.402821273002271,0.000902444818421252
"1859","drangedal3","UB",1,"Spruce",1,0.409540274957049,NA
"1860","drangedal4","UB",1,"Spruce",1,0.406294665803301,0.0019905720808568
"1861","fritsoe1","UB",1,"Spruce",1,0.420723997727456,0.00319234981432261
"1862","fritsoe2","UB",1,"Spruce",1,0.39739970560064,0.000743659976297223
"1863","furesdal","UB",1,"Spruce",1,0.380211476103685,0.0205095287792091
"1864","hi_tydal","UB",1,"Spruce",1,0.418010156763906,0.00110026064675786
"1865","kviteseid1","UB",1,"Spruce",1,0.417869820468164,0.00220234535404049
"1866","kviteseid2","UB",1,"Spruce",1,0.441067008027711,0.00109429016999344
"1867","kviteseid3","UB",1,"Spruce",1,0.40423267200404,0.0181914902704011
"1868","malvik","UB",1,"Spruce",1,0.350972319246792,0.000622580392295106
"1869","namdalseid_1kub","UB",1,"Spruce",1,0.361389603223909,0.00637274353373541
"1870","nome_cappelen1","UB",1,"Spruce",1,0.377194579502963,0.00802603770953495
"1871","nome_cappelen2","UB",1,"Spruce",1,0.373152238337806,0.000605143904646046
"1872","notodden3","UB",1,"Spruce",1,0.410219975348775,0.00197048863699821
"1873","notodden5","UB",1,"Spruce",1,0.328232382414805,0.0158517554897031
"1874","notodden6","UB",1,"Spruce",1,0.401129356932395,NA
"1875","nsb_verdal","UB",1,"Spruce",1,0.267800144982025,NA
"1876","selbu_flub","UB",1,"Spruce",1,0.356423447489761,0.000845488996670178
"1877","selbu_kl","UB",1,"Spruce",1,0.373954409944065,NA
"1878","selbu_sl","UB",1,"Spruce",1,0.402665578997547,0.000836853599779861
"1879","singsaas","UB",1,"Spruce",1,0.388931109472534,0.0171915399618809
"1880","sl_tydal","UB",1,"Spruce",1,0.426813091770754,0.000690614639361032
"1881","steinkjer_1bbb","UB",1,"Spruce",1,0.398020431524194,0.00198061123765861
"1882","steinkjer_2bbb","UB",1,"Spruce",1,0.384185249266162,0.00982600227595345
"1883","sub_namdalseid","UB",1,"Spruce",1,0.404507379920409,0.000204929690846192
"1884","verdal_1vb","UB",1,"Spruce",1,0.320869498222615,NA
"1885","verdal_2vb","UB",1,"Spruce",1,0.283527338236995,0.000779085640645931
"1886","bratsberg","B",2,"Spruce",1,0.365180578959325,0.00806559924529832
"1887","drangedal1","B",2,"Spruce",1,0.400822181232841,0.00262481872542606
"1888","drangedal4","B",2,"Spruce",1,0.40837213493764,0.000294663173114631
"1889","fritsoe1","B",2,"Spruce",1,0.424972081348147,0.00142348201312374
"1890","fritsoe2","B",2,"Spruce",1,0.394633280588661,0.00261881201182487
"1891","furesdal","B",2,"Spruce",1,0.400384080220827,0.00314912106685543
"1892","hi_tydal","B",2,"Spruce",1,0.417539440082301,0.000773773267188112
"1893","kviteseid1","B",2,"Spruce",1,0.421875143363896,0.000691267111780552
"1894","kviteseid2","B",2,"Spruce",1,0.443037903022009,0.000684065100300288
"1895","kviteseid3","B",2,"Spruce",1,0.425963806367647,0.00423365694786522
"1896","malvik","B",2,"Spruce",1,0.346277765097958,0.00158682544462862
"1897","namdalseid_1kub","B",2,"Spruce",1,0.371689430026492,0.000413048950326959
"1898","nome_cappelen1","B",2,"Spruce",1,0.384968789406421,0.000335190313426879
"1899","nome_cappelen2","B",2,"Spruce",1,0.373999203193358,0.000727030009494399
"1900","notodden3","B",2,"Spruce",1,0.413011056858003,0.000392195161014543
"1901","notodden5","B",2,"Spruce",1,0.390414299009958,0.0100609019501801
"1902","notodden6","B",2,"Spruce",1,0.401199551367367,0.000244979547736973
"1903","nsb_verdal","B",2,"Spruce",1,0.26466799876354,0.00105795922317636
"1904","selbu_flub","B",2,"Spruce",1,0.354997888120311,0.00278084055610617
"1905","selbu_kl","B",2,"Spruce",1,0.35045811586468,NA
"1906","selbu_sl","B",2,"Spruce",1,0.399655177000729,0.00193166356740675
"1907","singsaas","B",2,"Spruce",1,0.409000235923372,0.00239152300254308
"1908","sl_tydal","B",2,"Spruce",1,0.426288915551805,0.000756034087721018
"1909","steinkjer_1bbb","B",2,"Spruce",1,0.39521889803723,0.00376622218984249
"1910","steinkjer_2bbb","B",2,"Spruce",1,0.375645468214672,0.00889265970615927
"1911","sub_namdalseid","B",2,"Spruce",1,0.404783575173453,0.000144489120195317
"1912","verdal_1vb","B",2,"Spruce",1,0.321100383838199,NA
"1913","verdal_2vb","B",2,"Spruce",1,0.28139603913193,0.000413392952718763
"1914","bratsberg","UB",2,"Spruce",1,0.368068160354948,0.00279309669679817
"1915","drangedal1","UB",2,"Spruce",1,0.403230969121993,0.00106692174861422
"1916","drangedal3","UB",2,"Spruce",1,0.408698837663478,NA
"1917","drangedal4","UB",2,"Spruce",1,0.406294665803301,0.0019905720808568
"1918","fritsoe1","UB",2,"Spruce",1,0.416788591719373,0.00396906862439757
"1919","fritsoe2","UB",2,"Spruce",1,0.393762975219284,0.00286400854152319
"1920","furesdal","UB",2,"Spruce",1,0.398856515244273,0.000264810634404737
"1921","hi_tydal","UB",2,"Spruce",1,0.414299700866465,0.00111648113827802
"1922","kviteseid1","UB",2,"Spruce",1,0.415667475114123,0
"1923","kviteseid2","UB",2,"Spruce",1,0.439841077633586,0.00126554772825505
"1924","kviteseid3","UB",2,"Spruce",1,0.401582680756436,0.0173708603113908
"1925","malvik","UB",2,"Spruce",1,0.350148761843497,0.00109638705172889
"1926","namdalseid_1kub","UB",2,"Spruce",1,0.359513019673655,0.0064073976051306
"1927","nome_cappelen1","UB",2,"Spruce",1,0.385463474862647,0
"1928","nome_cappelen2","UB",2,"Spruce",1,0.372922555081082,0.000395135801627291
"1929","notodden3","UB",2,"Spruce",1,0.410997015079817,0.00159536938603176
"1930","notodden5","UB",2,"Spruce",1,0.327821486524457,0.0155918020085156
"1931","notodden6","UB",2,"Spruce",1,0.401129356932395,NA
"1932","nsb_verdal","UB",2,"Spruce",1,0.267800144982025,NA
"1933","selbu_flub","UB",2,"Spruce",1,0.354120570781433,0.00144478136076623
"1934","selbu_kl","UB",2,"Spruce",1,0.367923460848949,NA
"1935","selbu_sl","UB",2,"Spruce",1,0.402066639172789,0.0013369402500046
"1936","singsaas","UB",2,"Spruce",1,0.39573234400761,0.0117804461191598
"1937","sl_tydal","UB",2,"Spruce",1,0.424760886478536,0.00136986229782045
"1938","steinkjer_1bbb","UB",2,"Spruce",1,0.392296999716459,0.00101747340884062
"1939","steinkjer_2bbb","UB",2,"Spruce",1,0.381521499443064,0.00716225245285515
"1940","sub_namdalseid","UB",2,"Spruce",1,0.404507379920409,0.000204929690846192
"1941","verdal_1vb","UB",2,"Spruce",1,0.320869498222615,NA
"1942","verdal_2vb","UB",2,"Spruce",1,0.282738760847848,0.000900463184151055
"1943","bratsberg","B",3,"Spruce",1,0.362280982558293,0.0106543692361303
"1944","didrik_holmsen","B",3,"Spruce",1,0.320420425564222,0.00244061070921451
"1945","drangedal1","B",3,"Spruce",1,0.399391858715679,0.00214166346574404
"1946","drangedal4","B",3,"Spruce",1,0.407039152493154,0.00120539564253942
"1947","eidskog","B",3,"Spruce",1,0.294534784232481,0.00897244707642581
"1948","fet_3","B",3,"Spruce",1,0.323665072136992,0.0061216754828184
"1949","fritsoe1","B",3,"Spruce",1,0.422073570658934,0.00271761246106326
"1950","fritsoe2","B",3,"Spruce",1,0.39490142837928,0.00203583521616577
"1951","furesdal","B",3,"Spruce",1,0.401350725570784,0.00291832853160537
"1952","halvard_pramhus","B",3,"Spruce",1,0.29217291805731,NA
"1953","hi_tydal","B",3,"Spruce",1,0.414519727633408,0.00240422527397502
"1954","kviteseid1","B",3,"Spruce",1,0.421875143363896,0.000691267111780552
"1955","kviteseid2","B",3,"Spruce",1,0.435848394845883,0.00669042376454997
"1956","kviteseid3","B",3,"Spruce",1,0.426678384042082,0.00424874564450771
"1957","malvik","B",3,"Spruce",1,0.342427248231204,0.00244217093610771
"1958","namdalseid_1kub","B",3,"Spruce",1,0.370960185749276,0.000465786276378194
"1959","nome_cappelen1","B",3,"Spruce",1,0.385080859825597,0.000386453799267274
"1960","nome_cappelen2","B",3,"Spruce",1,0.373719362242053,0.000696697424457974
"1961","notodden3","B",3,"Spruce",1,0.412881083123791,0.000499949335317863
"1962","notodden5","B",3,"Spruce",1,0.393875451310754,0.00864687408804387
"1963","notodden6","B",3,"Spruce",1,0.401199214135843,0.000141633708543158
"1964","nsb_verdal","B",3,"Spruce",1,0.263693315792015,0.000960047693044727
"1965","selbu_flub","B",3,"Spruce",1,0.34974967581558,0.00643977227327821
"1966","selbu_kl","B",3,"Spruce",1,0.366327725743809,0.0158696098791292
"1967","selbu_sl","B",3,"Spruce",1,0.395544538631578,0.00287724730183963
"1968","singsaas","B",3,"Spruce",1,0.40618157228862,0.00224993666448001
"1969","sl_tydal","B",3,"Spruce",1,0.425599683909349,0.00165032486822188
"1970","stangeskovene_eidskog","B",3,"Spruce",1,0.26737767462195,0.0155096983614693
"1971","steinkjer_1bbb","B",3,"Spruce",1,0.394633752900969,0.00106918391698019
"1972","steinkjer_2bbb","B",3,"Spruce",1,0.368722771305391,0.0127918985413829
"1973","stig_dahlen","B",3,"Spruce",1,0.277565533960477,0.00219453521443373
"1974","sub_namdalseid","B",3,"Spruce",1,0.404344011473927,0.000375174375918918
"1975","truls_holm","B",3,"Spruce",1,0.346444349176798,0.00126434324163485
"1976","verdal_1vb","B",3,"Spruce",1,0.321100383838199,NA
"1977","verdal_2vb","B",3,"Spruce",1,0.278294321212673,0.00144545041150337
"1978","bratsberg","UB",3,"Spruce",1,0.367529111251346,0.00193931210202051
"1979","didrik_holmsen","UB",3,"Spruce",1,0.319391619561899,0.00206986371588701
"1980","drangedal1","UB",3,"Spruce",1,0.400656205864605,0.00272657695832409
"1981","drangedal3","UB",3,"Spruce",1,0.407861195786668,NA
"1982","drangedal4","UB",3,"Spruce",1,0.403858280938812,0.0027784829636788
"1983","eidskog","UB",3,"Spruce",1,0.296643838492133,0.0081954563453159
"1984","fet_3","UB",3,"Spruce",1,0.328575824719545,0.00118073273011283
"1985","fritsoe1","UB",3,"Spruce",1,0.412974496577728,0.00513639783828052
"1986","fritsoe2","UB",3,"Spruce",1,0.38957041308111,0.00282962804881831
"1987","furesdal","UB",3,"Spruce",1,0.383147913252093,0.0174808064567925
"1988","hi_tydal","UB",3,"Spruce",1,0.412168466841988,0.0018798852448969
"1989","kviteseid1","UB",3,"Spruce",1,0.412232113705172,0.00256630811176503
"1990","kviteseid2","UB",3,"Spruce",1,0.439841077633586,0.00126554772825505
"1991","kviteseid3","UB",3,"Spruce",1,0.399258669733682,0.0160834121424146
"1992","malvik","UB",3,"Spruce",1,0.34892029896717,0.00143743775439871
"1993","namdalseid_1kub","UB",3,"Spruce",1,0.354621302609531,0.00649406066738309
"1994","nome_cappelen1","UB",3,"Spruce",1,0.376501831992181,0.00801887968699613
"1995","nome_cappelen2","UB",3,"Spruce",1,0.372922555081082,0.000395135801627291
"1996","notodden3","UB",3,"Spruce",1,0.410583944617606,0.00198383811904854
"1997","notodden5","UB",3,"Spruce",1,0.349240774198542,0.00607472913695114
"1998","notodden6","UB",3,"Spruce",1,0.401129356932395,NA
"1999","nsb_verdal","UB",3,"Spruce",1,0.266293322645666,NA
"2000","selbu_flub","UB",3,"Spruce",1,0.347770797353258,0.0048126296461289
"2001","selbu_kl","UB",3,"Spruce",1,0.367923460848949,NA
"2002","selbu_sl","UB",3,"Spruce",1,0.397673094444391,0.00148212463121734
"2003","singsaas","UB",3,"Spruce",1,0.395113894746458,0.0127712347070546
"2004","sl_tydal","UB",3,"Spruce",1,0.4227342463541,0.00197158113968445
"2005","stangeskovene_aurskog","UB",3,"Spruce",1,0.350987652150148,0.000748856908322642
"2006","stangeskovene_eidskog","UB",3,"Spruce",1,0.282529846588709,0.00080166904029555
"2007","steinkjer_1bbb","UB",3,"Spruce",1,0.394654716120722,0.00299883186050064
"2008","steinkjer_2bbb","UB",3,"Spruce",1,0.387334565296302,0.0129753183060926
"2009","stig_dahlen","UB",3,"Spruce",1,0.276830414615307,0.000967737707039963
"2010","sub_namdalseid","UB",3,"Spruce",1,0.402674080061984,0.00070564064090119
"2011","truls_holm","UB",3,"Spruce",1,0.337006639836812,0.00662246086799489
"2012","verdal_1vb","UB",3,"Spruce",1,0.320869498222615,NA
"2013","verdal_2vb","UB",3,"Spruce",1,0.282230046520181,0.00141634779098168
"2014","bratsberg","B",4,"Spruce",1,0.356755020269158,0.0154354914741773
"2015","didrik_holmsen","B",4,"Spruce",1,0.318098271188415,0.00400302330128146
"2016","drangedal1","B",4,"Spruce",1,0.398858442514071,0.00250819694884063
"2017","drangedal4","B",4,"Spruce",1,0.403324057807501,0.00406645455598886
"2018","eidskog","B",4,"Spruce",1,0.292880602655749,0.0105142282288386
"2019","fet_3","B",4,"Spruce",1,0.317156111034407,0.012606063377275
"2020","fritsoe1","B",4,"Spruce",1,0.418473303655164,0.00357287795634229
"2021","fritsoe2","B",4,"Spruce",1,0.393097037604633,0.00212812263452856
"2022","furesdal","B",4,"Spruce",1,0.40156877477309,0.00230527027657909
"2023","halvard_pramhus","B",4,"Spruce",1,0.29102805939694,NA
"2024","hi_tydal","B",4,"Spruce",1,0.414080912583402,0.00231753004548562
"2025","kviteseid1","B",4,"Spruce",1,0.420027185606103,0.00253922486957397
"2026","kviteseid2","B",4,"Spruce",1,0.436149735802021,0.00677880497504518
"2027","kviteseid3","B",4,"Spruce",1,0.42354092335924,0.00657272949300319
"2028","malvik","B",4,"Spruce",1,0.335354293686578,0.00537864398265533
"2029","namdalseid_1kub","B",4,"Spruce",1,0.369565665852586,0.00113704582737158
"2030","nome_cappelen1","B",4,"Spruce",1,0.384857331855472,0.000364519934528372
"2031","nome_cappelen2","B",4,"Spruce",1,0.373579260805865,0.000640546028658549
"2032","notodden3","B",4,"Spruce",1,0.412551241784994,0.000483387689134089
"2033","notodden5","B",4,"Spruce",1,0.391638224692296,0.00891729564282055
"2034","notodden6","B",4,"Spruce",1,0.400524542234169,0.00047406976984843
"2035","nsb_verdal","B",4,"Spruce",1,0.261121664929423,0.00262231745258381
"2036","selbu_flub","B",4,"Spruce",1,0.338308533937445,0.00986552185184273
"2037","selbu_kl","B",4,"Spruce",1,0.373870580853207,0.00805653706506112
"2038","selbu_sl","B",4,"Spruce",1,0.390458936476631,0.00308755002211447
"2039","singsaas","B",4,"Spruce",1,0.403045422129669,0.0039833216026956
