"","Region","LocalityName","LocalityCode","Treatment","Group","Month","Years_Since_Exclosure","Plot_Albedo","Productivity_Index","DistrictID","Moose_Density","Red_Deer_Density","Roe_Deer_Density","Mean_Canopy_Height","Snow_Prop","Avg_Decid_Prop","SWE_mm","Temp_K","Season"
"9126","Telemark","drangedal1","1DRB","B","Composite","4",4,0.303920449808899,0.21131677,"0817",27.00672829,9.836987784,5.031787593,0.724767388548418,0.338888888888889,0.502087550607287,49.06,278.171666666667,"Season_2"
"9127","Telemark","fritsoe1","1FRB","B","Composite","4",4,0.356570575152269,0.245537883,"0604",45.5486725,2.225169257,8.847710058,0.86256351190303,0.669444444444444,0.313888888888889,112.354166666667,276.779722222222,"Season_2"
"9128","Telemark","furesdal","1FYB","B","Composite","4",4,0.267389402704313,0.058035047,"0831",23.22393919,2.078638027,1.526065809,0.256416666238159,0.422222222222222,0.03125,39.0447222222222,276.517222222222,"Season_2"
"9129","Trøndelag","namdalseid_1kub","1KB","B","Composite","4",4,0.213032359836383,0.222676728,"1725",75.88802955,8.758466457,7.375877596,0.129218140280598,0.369444444444444,0.923363095238095,27.2475,276.920277777778,"Season_2"
"9130","Telemark","kviteseid1","1KVB","B","Composite","4",4,0.356432670003339,0.105926078,"0829",34.25057033,13.40190923,2.936689407,1.1901827429254,0.686111111111111,0.96781561461794,72.6552777777778,275.871388888889,"Season_2"
"9131","Trøndelag","nsb_verdal","1NSB","B","Composite","4",4,0.158133432793404,0.110463648,"1721",28.2697902,2.827400105,6.979690234,0.13729629590475,0.141666666666667,0.770882352941176,2.13944444444444,277.110833333333,"Season_2"
"9132","Trøndelag","sub_namdalseid","1SB","B","Composite","4",4,0.372920928305269,0.077437345,"1725",75.88802955,8.758466457,7.375877596,0.152450494683465,0.666666666666667,0.882777777777778,93.3013888888889,276.001388888889,"Season_2"
"9133","Trøndelag","verdal_1vb","1VBB","B","Composite","4",4,0.171686599844051,0.011938921,"1721",28.2697902,2.827400105,6.979690234,0.216583332660819,0.35,0.460828625235405,12.6758333333333,276.120555555556,"Season_2"
"9134","Trøndelag","steinkjer_2bbb","2BBB","B","Composite","4",4,0.354555346270143,0.087040751,"1702",107.5650526,2.431337072,17.86445891,0.540061009660257,0.647222222222222,0.910476529321406,72.1316666666667,275.938333333333,"Season_2"
"9135","Telemark","nome_cappelen2","2CAB","B","Composite","4",4,0.19258228432861,0.166542737,"0819",30.18818188,28.25801849,15.04767058,0.380803571209461,0.194444444444444,0.363344988344989,21.22,278.948611111111,"Season_2"
"9136","Telemark","fritsoe2","2FRB","B","Composite","4",4,0.296175864618446,0.148195816,"0728",45.48785783,33.89613967,19.91579349,0.854038740012436,0.394444444444444,0.395899470899471,47.5188888888889,277.690833333333,"Season_2"
"9137","Telemark","kviteseid2","2KVB","B","Composite","4",4,0.396940407323606,0.106407376,"0829",34.25057033,13.40190923,2.936689407,0.956211164489714,0.883333333333333,0.694196428571428,185.476111111111,275.140277777778,"Season_2"
"9138","Trøndelag","verdal_2vb","2VBB","B","Composite","4",4,0.156106864630853,0.241115185,"1721",28.2697902,2.827400105,6.979690234,0.567233490816676,0.313888888888889,0.684109848484848,8.49277777777778,276.286111111111,"Season_2"
"9139","Telemark","drangedal3","3DRB","B","Composite","4",4,0.326710665672371,0.019353239,"0817",27.00672829,9.836987784,5.031787593,0.261183675780075,0.444444444444444,0.5,56.5880555555556,277.399722222222,"Season_2"
"9140","Telemark","kviteseid3","3KVB","B","Composite","4",4,0.40402702453538,0.091250578,"0829",34.25057033,13.40190923,2.936689407,0.989695650640541,0.9,0.926830808080808,163.904166666667,274.668055555556,"Season_2"
"9141","Telemark","notodden3","3NOB","B","Composite","4",4,0.308852479109181,0.142430355,"0807",45.75073179,7.549714848,3.55799475,0.888706699265361,0.552777777777778,0.302164502164502,53.4963888888889,276.735833333333,"Season_2"
"9142","Telemark","drangedal4","4DRB","B","Composite","4",4,0.328984530542933,0.205027981,"0817",27.00672829,9.836987784,5.031787593,2.34772389858373,0.441666666666667,0.933052330692715,57.7761111111111,277.363055555556,"Season_2"
"9143","Telemark","notodden5","5NOB","B","Composite","4",4,0.319680123042742,0.119776917,"0807",45.75073179,7.549714848,3.55799475,0.406247421944893,0.644444444444444,0.258603030548578,82.1680555555556,276.231944444444,"Season_2"
"9144","Telemark","notodden6","6NOB","B","Composite","4",4,0.241690967635872,0.106105683,"0807",45.75073179,7.549714848,3.55799475,0.664381176672657,0.366666666666667,0.280858395989975,33.0038888888889,277.522777777778,"Season_2"
"9145","Trøndelag","bratsberg","BRB","B","Composite","4",4,0.18587004409861,0.19644858,"1601",79.89208961,1.335197374,31.0221955,0.427393586708792,0.319444444444444,0.979565274841438,18.6933333333333,276.8175,"Season_2"
"9146","Hedmark","didrik_holmsen","DHB","B","Composite","4",4,0.178641434063758,0.234215068,"0221",56.43464358,0,18.91236981,1.37802746100245,0.230555555555556,0.639425770308123,15.4908333333333,277.791111111111,"Season_2"
"9147","Hedmark","fet_3","FKB","B","Composite","4",4,0.172300292860918,0.140119204,"0227",71.33638992,0,32.84966157,1.24319727871305,0.211111111111111,0.148026315789474,15.7713888888889,278.207222222222,"Season_2"
"9148","Trøndelag","selbu_flub","FLB","B","Composite","4",4,0.179276996335388,0.271341572,"1664",56.44604547,5.437898015,4.380325628,1.66651620670287,0.369444444444444,0.71510989010989,18.3913888888889,276.425555555556,"Season_2"
"9149","Trøndelag","hi_tydal","HIB","B","Composite","4",4,0.358047126676621,0.214070788,"1665",16.47588281,0.419443553,0,0.558368909693206,0.811111111111111,0.879281697341514,88.8436111111111,275.43,"Season_2"
"9150","Hedmark","halvard_pramhus","HPB","B","Composite","4",4,0.159244417293102,0.335469416,"0420",62.64905485,0,13.92362896,1.22550115056668,0.233333333333333,0.189583333333333,11.1988888888889,277.639444444444,"Season_2"
"9151","Trøndelag","selbu_kl","KLB","B","Composite","4",4,0.22404904417037,0.116040591,"1664",56.44604547,5.437898015,4.380325628,0.113526502119002,0.527777777777778,0.250676069616563,31.2691666666667,275.9875,"Season_2"
"9152","Trøndelag","singsaas","LAB","B","Composite","4",4,0.319906832574554,0.042265252,"1648",36.25939668,6.648445301,2.712137721,0.195805897931934,0.636111111111111,0.242760180995475,60.8875,275.933611111111,"Season_2"
"9153","Trøndelag","malvik","MAB","B","Composite","4",4,0.182108879505272,0.160287892,"1663",91.59537109,0.841762109,20.5676583,1.40626146546202,0.358333333333333,0.657556935817805,18.51,276.476388888889,"Season_2"
"9154","Hedmark","stig_dahlen","SDB","B","Composite","4",4,0.166160195591076,1,"0221",56.43464358,0,18.91236981,0.478016786027155,0.202777777777778,0.562745974955277,9.99416666666667,277.900833333333,"Season_2"
"9155","Trøndelag","sl_tydal","SEB","B","Composite","4",4,0.377283459395531,0.132712131,"1665",16.47588281,0.419443553,0,0.286093677692901,0.886111111111111,0.548966165413534,126.731111111111,274.984444444444,"Season_2"
"9156","Trøndelag","selbu_sl","SLB","B","Composite","4",4,0.326398602448303,0.124288986,"1664",56.44604547,5.437898015,4.380325628,0.621776349386763,0.741666666666667,0.616541353383459,58.1877777777778,275.576388888889,"Season_2"
"9157","Hedmark","stangeskovene_aurskog","SSAB","B","Composite","4",4,0.189282011158494,0.114068355,"0221",56.43464358,0,18.91236981,0.371960396300091,0.263888888888889,0.558938746438747,19.6694444444444,277.737222222222,"Season_2"
"9158","Hedmark","stangeskovene_eidskog","SSBB","B","Composite","4",4,0.160155506362599,0.090462104,"0420",62.64905485,0,13.92362896,0.207524706087459,0.219444444444444,0.147421931735657,9.36916666666667,277.686111111111,"Season_2"
"9159","Hedmark","eidskog","STSKNB","B","Composite","4",4,0.166169516520407,0.250270963,"0236",52.57030574,0.363637888,32.77363522,0.491529413281434,0.255555555555556,0.158715098942803,12.6008333333333,277.594166666667,"Season_2"
"9160","Hedmark","truls_holm","THB","B","Composite","4",4,0.188147712411379,0.294777374,"0221",56.43464358,0,18.91236981,0.445465000593686,0.344444444444444,0.403421052631579,19.5702777777778,277.192777777778,"Season_2"
"9161","Trøndelag","steinkjer_1bbb","1BBUB","UB","Composite","4",4,0.354817654129384,0.115979123,"1702",107.5650526,2.431337072,17.86445891,0.105052757969716,0.65,0.891053391053391,70.3866666666667,275.953611111111,"Season_2"
"9162","Telemark","nome_cappelen1","1CAUB","UB","Composite","4",4,0.224113580160811,0.080441283,"0806",36.73246483,7.237559382,26.88021893,0.299851009619276,0.238888888888889,0.1125,29.1325,278.826111111111,"Season_2"
"9163","Telemark","drangedal1","1DRUB","UB","Composite","4",4,0.310660699437592,0.21131677,"0817",27.00672829,9.836987784,5.031787593,0.89349748748536,0.338888888888889,0.779861111111111,49.06,278.171666666667,"Season_2"
"9164","Telemark","fritsoe1","1FRUB","UB","Composite","4",4,0.360611246504445,0.245537883,"0604",45.5486725,2.225169257,8.847710058,1.4471953509213,0.669444444444444,0.765426048444916,112.354166666667,276.779722222222,"Season_2"
"9165","Telemark","furesdal","1FYUB","UB","Composite","4",4,0.259885600453754,0.058035047,"0831",23.22393919,2.078638027,1.526065809,0.765572700937602,0.422222222222222,0.0972222222222221,39.0447222222222,276.517222222222,"Season_2"
"9166","Trøndelag","namdalseid_1kub","1KUB","UB","Composite","4",4,0.210466965754634,0.222676728,"1725",75.88802955,8.758466457,7.375877596,0.244896724315768,0.369444444444444,0.829547827903091,27.2475,276.920277777778,"Season_2"
"9167","Telemark","kviteseid1","1KVUB","UB","Composite","4",4,0.351810664345757,0.105926078,"0829",34.25057033,13.40190923,2.936689407,1.69761136832054,0.686111111111111,0.6875,72.6552777777778,275.871388888889,"Season_2"
"9168","Trøndelag","nsb_verdal","1NSUB","UB","Composite","4",4,0.161780421709365,0.110463648,"1721",28.2697902,2.827400105,6.979690234,0.0569086417820259,0.141666666666667,0.958333333333333,2.13944444444444,277.110833333333,"Season_2"
"9169","Trøndelag","sub_namdalseid","1SUB","UB","Composite","4",4,0.367737378997586,0.077437345,"1725",75.88802955,8.758466457,7.375877596,0.186951220505757,0.666666666666667,0.852707261292167,93.3013888888889,276.001388888889,"Season_2"
"9170","Trøndelag","verdal_1vb","1VBUB","UB","Composite","4",4,0.172102314565907,0.011938921,"1721",28.2697902,2.827400105,6.979690234,0.266489106051446,0.35,0.435681818181818,12.6758333333333,276.120555555556,"Season_2"
"9171","Trøndelag","steinkjer_2bbb","2BBUB","UB","Composite","4",4,0.360211588538918,0.087040751,"1702",107.5650526,2.431337072,17.86445891,0.291672679005472,0.647222222222222,0.970862470862471,72.1316666666667,275.938333333333,"Season_2"
"9172","Telemark","nome_cappelen2","2CAUB","UB","Composite","4",4,0.191616456647847,0.166542737,"0819",30.18818188,28.25801849,15.04767058,0.765922461321981,0.194444444444444,0.427232142857143,21.22,278.948611111111,"Season_2"
"9173","Telemark","fritsoe2","2FRUB","UB","Composite","4",4,0.298290803821609,0.148195816,"0728",45.48785783,33.89613967,19.91579349,1.47146511385675,0.394444444444444,0.663589743589744,47.5188888888889,277.690833333333,"Season_2"
"9174","Telemark","kviteseid2","2KVUB","UB","Composite","4",4,0.391681016246965,0.106407376,"0829",34.25057033,13.40190923,2.936689407,1.50583744001359,0.883333333333333,0.522862554112554,185.476111111111,275.140277777778,"Season_2"
"9175","Trøndelag","verdal_2vb","2VBUB","UB","Composite","4",4,0.161540338201881,0.241115185,"1721",28.2697902,2.827400105,6.979690234,1.6071785787697,0.313888888888889,0.628472222222222,8.49277777777778,276.286111111111,"Season_2"
"9176","Telemark","drangedal3","3DRUB","UB","Composite","4",4,0.329792941457747,0.019353239,"0817",27.00672829,9.836987784,5.031787593,0.0915438149867882,0.444444444444444,0.663690476190476,56.5880555555556,277.399722222222,"Season_2"
"9177","Telemark","kviteseid3","3KVUB","UB","Composite","4",4,0.390323942458834,0.091250578,"0829",34.25057033,13.40190923,2.936689407,0.802549872254414,0.9,0.797222222222222,163.904166666667,274.668055555556,"Season_2"
"9178","Telemark","notodden3","3NOUB","UB","Composite","4",4,0.309635072284487,0.142430355,"0807",45.75073179,7.549714848,3.55799475,1.12241627908268,0.552777777777778,0.302777777777778,53.4963888888889,276.735833333333,"Season_2"
"9179","Telemark","drangedal4","4DRUB","UB","Composite","4",4,0.327802614188231,0.205027981,"0817",27.00672829,9.836987784,5.031787593,0.949242132564795,0.441666666666667,0.972777014652015,57.7761111111111,277.363055555556,"Season_2"
"9180","Telemark","notodden5","5NOUB","UB","Composite","4",4,0.276168519220983,0.119776917,"0807",45.75073179,7.549714848,3.55799475,0.643162291463096,0.644444444444444,0.162622287991342,82.1680555555556,276.231944444444,"Season_2"
"9181","Telemark","notodden6","6NOUB","UB","Composite","4",4,0.243839341744089,0.106105683,"0807",45.75073179,7.549714848,3.55799475,1.03620902460949,0.366666666666667,0.354273504273505,33.0038888888889,277.522777777778,"Season_2"
"9182","Trøndelag","bratsberg","BRUB","UB","Composite","4",4,0.178423789247437,0.19644858,"1601",79.89208961,1.335197374,31.0221955,2.13904225370522,0.319444444444444,0.964271939491084,18.6933333333333,276.8175,"Season_2"
"9183","Hedmark","didrik_holmsen","DHUB","UB","Composite","4",4,0.175567146848672,0.234215068,"0221",56.43464358,0,18.91236981,0.649048275698576,0.230555555555556,0.349025974025974,15.4908333333333,277.791111111111,"Season_2"
"9184","Hedmark","fet_3","FKUB","UB","Composite","4",4,0.179177802768559,0.140119204,"0227",71.33638992,0,32.84966157,0.563066667074273,0.211111111111111,0.688095238095238,15.7713888888889,278.207222222222,"Season_2"
"9185","Trøndelag","selbu_flub","FLUB","UB","Composite","4",4,0.181141918888868,0.271341572,"1664",56.44604547,5.437898015,4.380325628,1.40290329890915,0.369444444444444,0.838509316770186,18.3913888888889,276.425555555556,"Season_2"
"9186","Trøndelag","hi_tydal","HIUB","UB","Composite","4",4,0.361592406142119,0.214070788,"1665",16.47588281,0.419443553,0,1.88257870700262,0.811111111111111,0.85542537172972,88.8436111111111,275.43,"Season_2"
"9187","Hedmark","halvard_pramhus","HPUB","UB","Composite","4",4,0.168452239355027,0.335469416,"0420",62.64905485,0,13.92362896,0.58492129736179,0.233333333333333,0.541666666666667,11.1988888888889,277.639444444444,"Season_2"
"9188","Trøndelag","selbu_kl","KLUB","UB","Composite","4",4,0.230074451890292,0.116040591,"1664",56.44604547,5.437898015,4.380325628,0.196003195316235,0.527777777777778,0.0395892041377139,31.2691666666667,275.9875,"Season_2"
"9189","Trøndelag","singsaas","LAUB","UB","Composite","4",4,0.308653313508915,0.042265252,"1648",36.25939668,6.648445301,2.712137721,0.215802325885256,0.636111111111111,0.0357142857142857,60.8875,275.933611111111,"Season_2"
"9190","Trøndelag","malvik","MAUB","UB","Composite","4",4,0.18479935625729,0.160287892,"1663",91.59537109,0.841762109,20.5676583,0.413341902637828,0.358333333333333,0.726821862348178,18.51,276.476388888889,"Season_2"
"9191","Hedmark","stig_dahlen","SDUB","UB","Composite","4",4,0.147855288418523,1,"0221",56.43464358,0,18.91236981,2.86041246752123,0.202777777777778,0.80259324009324,9.99416666666667,277.900833333333,"Season_2"
"9192","Trøndelag","sl_tydal","SEUB","UB","Composite","4",4,0.373626469822686,0.132712131,"1665",16.47588281,0.419443553,0,0.828131509418472,0.886111111111111,0.695192307692308,126.731111111111,274.984444444444,"Season_2"
"9193","Trøndelag","selbu_sl","SLUB","UB","Composite","4",4,0.327622615363528,0.124288986,"1664",56.44604547,5.437898015,4.380325628,1.04207021931917,0.741666666666667,0.650641025641026,58.1877777777778,275.576388888889,"Season_2"
"9194","Hedmark","stangeskovene_aurskog","SSAUB","UB","Composite","4",4,0.188925413478285,0.114068355,"0221",56.43464358,0,18.91236981,0.622237875330634,0.263888888888889,0.642901234567901,19.6694444444444,277.737222222222,"Season_2"
"9195","Hedmark","stangeskovene_eidskog","SSBUB","UB","Composite","4",4,0.169512520210049,0.090462104,"0420",62.64905485,0,13.92362896,1.01280825379422,0.219444444444444,0.822916666666667,9.36916666666667,277.686111111111,"Season_2"
"9196","Hedmark","eidskog","STSKNUB","UB","Composite","4",4,0.166812162205365,0.250270963,"0236",52.57030574,0.363637888,32.77363522,0.39879729651997,0.255555555555556,0.0625,12.6008333333333,277.594166666667,"Season_2"
"9197","Hedmark","truls_holm","THUB","UB","Composite","4",4,0.183025970495019,0.294777374,"0221",56.43464358,0,18.91236981,1.30657109156774,0.344444444444444,0.833800827920238,19.5702777777778,277.192777777778,"Season_2"
"9401","Trøndelag","steinkjer_1bbb","1BBB","B","Composite","5",4,0.160078079273494,0.115979123,"1702",107.5650526,2.431337072,17.86445891,0.105052757969716,0.0483870967741935,0.939075630252101,2.79677419354839,280.926344086021,"Season_2"
"9402","Telemark","nome_cappelen1","1CAB","B","Composite","5",4,0.150292746444089,0.080441283,"0806",36.73246483,7.237559382,26.88021893,0.212220429511045,0,0.313544932079415,0,283.958602150538,"Season_2"
"9403","Telemark","drangedal1","1DRB","B","Composite","5",4,0.153581236864616,0.21131677,"0817",27.00672829,9.836987784,5.031787593,0.724767388548418,0.0188172043010753,0.502087550607287,0.508870967741936,283.304301075269,"Season_2"
"9404","Telemark","fritsoe1","1FRB","B","Composite","5",4,0.155438768333804,0.245537883,"0604",45.5486725,2.225169257,8.847710058,0.86256351190303,0.0887096774193548,0.313888888888889,2.16989247311828,281.837634408602,"Season_2"
"9405","Telemark","furesdal","1FYB","B","Composite","5",4,0.149636156698088,0.058035047,"0831",23.22393919,2.078638027,1.526065809,0.256416666238159,0.0134408602150538,0.03125,0.103763440860215,281.619892473118,"Season_2"
"9406","Trøndelag","namdalseid_1kub","1KB","B","Composite","5",4,0.156967000766817,0.222676728,"1725",75.88802955,8.758466457,7.375877596,0.129218140280598,0.0053763440860215,0.923363095238095,0.00483870967741936,281.549193548387,"Season_2"
"9407","Telemark","kviteseid1","1KVB","B","Composite","5",4,0.156070742805106,0.105926078,"0829",34.25057033,13.40190923,2.936689407,1.1901827429254,0.0510752688172043,0.96781561461794,0.860215053763441,280.94623655914,"Season_2"
"9408","Trøndelag","nsb_verdal","1NSB","B","Composite","5",4,0.155601521995335,0.110463648,"1721",28.2697902,2.827400105,6.979690234,0.0569086417820259,0.00268817204301075,0.770882352941176,0.00483870967741936,282.008870967742,"Season_2"
"9409","Trøndelag","sub_namdalseid","1SB","B","Composite","5",4,0.170646653148045,0.077437345,"1725",75.88802955,8.758466457,7.375877596,0.186951220505757,0.112903225806452,0.882777777777778,9.52043010752688,280.645430107527,"Season_2"
"9410","Trøndelag","verdal_1vb","1VBB","B","Composite","5",4,0.151062630300283,0.011938921,"1721",28.2697902,2.827400105,6.979690234,0.216583332660819,0.0161290322580645,0.460828625235405,0.060752688172043,281.035215053763,"Season_2"
"9411","Trøndelag","steinkjer_2bbb","2BBB","B","Composite","5",4,0.159676080678403,0.087040751,"1702",107.5650526,2.431337072,17.86445891,0.291672679005472,0.0591397849462366,0.910476529321406,3.41290322580645,280.881451612903,"Season_2"
"9412","Telemark","nome_cappelen2","2CAB","B","Composite","5",4,0.149591700734632,0.166542737,"0819",30.18818188,28.25801849,15.04767058,0.380803571209461,0,0.363344988344989,0,284.108064516129,"Season_2"
"9413","Telemark","fritsoe2","2FRB","B","Composite","5",4,0.153191096272919,0.148195816,"0728",45.48785783,33.89613967,19.91579349,0.854038740012436,0.0161290322580645,0.395899470899471,0.0793010752688172,282.805376344086,"Season_2"
"9414","Telemark","kviteseid2","2KVB","B","Composite","5",4,0.203745989643433,0.106407376,"0829",34.25057033,13.40190923,2.936689407,0.956211164489714,0.295698924731183,0.694196428571428,25.1134408602151,280.218279569892,"Season_2"
"9415","Trøndelag","verdal_2vb","2VBB","B","Composite","5",4,0.145499253202603,0.241115185,"1721",28.2697902,2.827400105,6.979690234,0.567233490816676,0.0134408602150538,0.684109848484848,0.0510752688172043,281.165322580645,"Season_2"
"9416","Telemark","drangedal3","3DRB","B","Composite","5",4,0.154229976057635,0.019353239,"0817",27.00672829,9.836987784,5.031787593,0.0915438149867882,0.032258064516129,0.5,0.426881720430108,282.553225806452,"Season_2"
"9417","Telemark","kviteseid3","3KVB","B","Composite","5",4,0.192312706325916,0.091250578,"0829",34.25057033,13.40190923,2.936689407,0.802549872254414,0.255376344086022,0.926830808080808,20.908064516129,279.714516129032,"Season_2"
"9418","Telemark","notodden3","3NOB","B","Composite","5",4,0.148596372059263,0.142430355,"0807",45.75073179,7.549714848,3.55799475,0.888706699265361,0.0053763440860215,0.302164502164502,0.0271505376344086,281.881989247312,"Season_2"
"9419","Telemark","drangedal4","4DRB","B","Composite","5",4,0.152333511108047,0.205027981,"0817",27.00672829,9.836987784,5.031787593,0.949242132564795,0.0376344086021505,0.933052330692715,0.78010752688172,282.520430107527,"Season_2"
"9420","Telemark","notodden5","5NOB","B","Composite","5",4,0.146081402129387,0.119776917,"0807",45.75073179,7.549714848,3.55799475,0.406247421944893,0.0510752688172043,0.258603030548578,0.675806451612903,281.330913978495,"Season_2"
"9421","Telemark","notodden6","6NOB","B","Composite","5",4,0.14886930000229,0.106105683,"0807",45.75073179,7.549714848,3.55799475,0.664381176672657,0,0.280858395989975,0,282.725537634409,"Season_2"
"9422","Trøndelag","bratsberg","BRB","B","Composite","5",4,0.157302734150308,0.19644858,"1601",79.89208961,1.335197374,31.0221955,0.427393586708792,0.00268817204301075,0.979565274841438,0.014247311827957,281.466935483871,"Season_2"
"9423","Hedmark","didrik_holmsen","DHB","B","Composite","5",4,0.154506465904175,0.234215068,"0221",56.43464358,0,18.91236981,0.649048275698576,0,0.639425770308123,0,283.205913978495,"Season_2"
"9424","Hedmark","fet_3","FKB","B","Composite","5",4,0.145907491866703,0.140119204,"0227",71.33638992,0,32.84966157,0.563066667074273,0,0.148026315789474,0,283.61747311828,"Season_2"
"9425","Trøndelag","selbu_flub","FLB","B","Composite","5",4,0.15112463223374,0.271341572,"1664",56.44604547,5.437898015,4.380325628,1.66651620670287,0.00806451612903226,0.71510989010989,0.0336021505376344,281.265053763441,"Season_2"
"9426","Trøndelag","hi_tydal","HIB","B","Composite","5",4,0.153165757340452,0.214070788,"1665",16.47588281,0.419443553,0,0.558368909693206,0.104838709677419,0.879281697341514,1.72741935483871,280.474731182796,"Season_2"
"9427","Hedmark","halvard_pramhus","HPB","B","Composite","5",4,0.141217185725422,0.335469416,"0420",62.64905485,0,13.92362896,0.58492129736179,0,0.189583333333333,0,283.202956989247,"Season_2"
"9428","Trøndelag","selbu_kl","KLB","B","Composite","5",4,0.140241602993211,0.116040591,"1664",56.44604547,5.437898015,4.380325628,0.113526502119002,0.0134408602150538,0.250676069616563,0.0481182795698925,280.872311827957,"Season_2"
"9429","Trøndelag","singsaas","LAB","B","Composite","5",4,0.15076972612194,0.042265252,"1648",36.25939668,6.648445301,2.712137721,0.195805897931934,0.0483870967741935,0.242760180995475,1.06774193548387,280.993010752688,"Season_2"
"9430","Trøndelag","malvik","MAB","B","Composite","5",4,0.152840603266331,0.160287892,"1663",91.59537109,0.841762109,20.5676583,0.413341902637828,0.010752688172043,0.657556935817805,0.0341397849462366,281.167204301075,"Season_2"
"9431","Hedmark","stig_dahlen","SDB","B","Composite","5",4,0.1520450774245,1,"0221",56.43464358,0,18.91236981,0.478016786027155,0,0.562745974955277,0,283.37876344086,"Season_2"
"9432","Trøndelag","sl_tydal","SEB","B","Composite","5",4,0.167793252617055,0.132712131,"1665",16.47588281,0.419443553,0,0.286093677692901,0.193548387096774,0.548966165413534,8.57768817204301,280.054301075269,"Season_2"
"9433","Trøndelag","selbu_sl","SLB","B","Composite","5",4,0.155647247483555,0.124288986,"1664",56.44604547,5.437898015,4.380325628,0.621776349386763,0.0591397849462366,0.616541353383459,0.467204301075269,280.50376344086,"Season_2"
"9434","Hedmark","stangeskovene_aurskog","SSAB","B","Composite","5",4,0.152744918769873,0.114068355,"0221",56.43464358,0,18.91236981,0.371960396300091,0,0.558938746438747,0,283.142204301075,"Season_2"
"9435","Hedmark","stangeskovene_eidskog","SSBB","B","Composite","5",4,0.145053594079436,0.090462104,"0420",62.64905485,0,13.92362896,0.207524706087459,0,0.147421931735657,0,283.187096774194,"Season_2"
"9436","Hedmark","eidskog","STSKNB","B","Composite","5",4,0.145016809342167,0.250270963,"0236",52.57030574,0.363637888,32.77363522,0.491529413281434,0,0.158715098942803,0,283.097849462366,"Season_2"
"9437","Hedmark","truls_holm","THB","B","Composite","5",4,0.151587977744574,0.294777374,"0221",56.43464358,0,18.91236981,0.445465000593686,0.00806451612903226,0.403421052631579,0.0408602150537634,282.640053763441,"Season_2"
"9438","Trøndelag","steinkjer_1bbb","1BBUB","UB","Composite","5",4,0.160547869730481,0.115979123,"1702",107.5650526,2.431337072,17.86445891,0.15554822394258,0.0483870967741935,0.891053391053391,2.79677419354839,280.926344086021,"Season_2"
"9439","Telemark","nome_cappelen1","1CAUB","UB","Composite","5",4,0.146612885698807,0.080441283,"0806",36.73246483,7.237559382,26.88021893,0.299851009619276,0,0.1125,0,283.958602150538,"Season_2"
"9440","Telemark","drangedal1","1DRUB","UB","Composite","5",4,0.157661322457134,0.21131677,"0817",27.00672829,9.836987784,5.031787593,0.89349748748536,0.0188172043010753,0.779861111111111,0.508870967741936,283.304301075269,"Season_2"
"9441","Telemark","fritsoe1","1FRUB","UB","Composite","5",4,0.151428987076661,0.245537883,"0604",45.5486725,2.225169257,8.847710058,1.4471953509213,0.0887096774193548,0.765426048444916,2.16989247311828,281.837634408602,"Season_2"
"9442","Telemark","furesdal","1FYUB","UB","Composite","5",4,0.143603177302066,0.058035047,"0831",23.22393919,2.078638027,1.526065809,0.765572700937602,0.0134408602150538,0.0972222222222221,0.103763440860215,281.619892473118,"Season_2"
"9443","Trøndelag","namdalseid_1kub","1KUB","UB","Composite","5",4,0.154688312461506,0.222676728,"1725",75.88802955,8.758466457,7.375877596,0.244896724315768,0.0053763440860215,0.829547827903091,0.00483870967741936,281.549193548387,"Season_2"
"9444","Telemark","kviteseid1","1KVUB","UB","Composite","5",4,0.157113329329426,0.105926078,"0829",34.25057033,13.40190923,2.936689407,1.69761136832054,0.0510752688172043,0.6875,0.860215053763441,280.94623655914,"Season_2"
"9445","Trøndelag","nsb_verdal","1NSUB","UB","Composite","5",4,0.159521863773436,0.110463648,"1721",28.2697902,2.827400105,6.979690234,0.13729629590475,0.00268817204301075,0.958333333333333,0.00483870967741936,282.008870967742,"Season_2"
"9446","Trøndelag","sub_namdalseid","1SUB","UB","Composite","5",4,0.168268313343787,0.077437345,"1725",75.88802955,8.758466457,7.375877596,0.152450494683465,0.112903225806452,0.852707261292167,9.52043010752688,280.645430107527,"Season_2"
"9447","Trøndelag","verdal_1vb","1VBUB","UB","Composite","5",4,0.151277278306897,0.011938921,"1721",28.2697902,2.827400105,6.979690234,0.266489106051446,0.0161290322580645,0.435681818181818,0.060752688172043,281.035215053763,"Season_2"
"9448","Trøndelag","steinkjer_2bbb","2BBUB","UB","Composite","5",4,0.161702951483912,0.087040751,"1702",107.5650526,2.431337072,17.86445891,0.540061009660257,0.0591397849462366,0.970862470862471,3.41290322580645,280.881451612903,"Season_2"
"9449","Telemark","nome_cappelen2","2CAUB","UB","Composite","5",4,0.149608684295081,0.166542737,"0819",30.18818188,28.25801849,15.04767058,0.765922461321981,0,0.427232142857143,0,284.108064516129,"Season_2"
"9450","Telemark","fritsoe2","2FRUB","UB","Composite","5",4,0.153284093757043,0.148195816,"0728",45.48785783,33.89613967,19.91579349,1.47146511385675,0.0161290322580645,0.663589743589744,0.0793010752688172,282.805376344086,"Season_2"
"9451","Telemark","kviteseid2","2KVUB","UB","Composite","5",4,0.2043505325074,0.106407376,"0829",34.25057033,13.40190923,2.936689407,1.50583744001359,0.295698924731183,0.522862554112554,25.1134408602151,280.218279569892,"Season_2"
