"","ExperimentGisID","FieldSheetID","Region","LocalityName","LocalityCode","Treatment","X_Date","Plot","Taxa","CervidaeFunction","Height_cm","Height_class_50cm","Diameter_at_base_mm","Diameter_at_150cm_mm","Quantity","Year","Subplot_Total_Biomass_g","Years_Since_Exclosure"
"9301",68,1372,"Telemark","kviteseid3","3KVUB","UB",2013-05-21,"ØV","Picea abies (Gran)","Bad tree",NA,2,NA,NA,1,2013,380.68,4
"9302",68,1372,"Telemark","kviteseid3","3KVUB","UB",2013-05-21,"ØV","Picea abies (Gran)","Bad tree",NA,1,NA,NA,3,2013,285.51,4
"9303",68,1372,"Telemark","kviteseid3","3KVUB","UB",2013-05-21,"ØV","Picea abies (Gran)","Bad tree",NA,4,NA,NA,1,2013,1522.72,4
"9304",68,1372,"Telemark","kviteseid3","3KVUB","UB",2013-05-21,"ØV","Pinus sylvestris (Furu)","Resten",NA,1,NA,NA,1,2013,37.41675,4
"9305",68,1372,"Telemark","kviteseid3","3KVUB","UB",2013-05-21,"ØV","Salix caprea (Selje)","ROS",NA,1,NA,NA,2,2013,67.1174,4
"9306",68,1372,"Telemark","kviteseid3","3KVUB","UB",2013-05-21,"ØV","Sorbus aucuparia (Rogn)","ROS",NA,3,NA,NA,3,2013,364.2435,4
"9307",68,1372,"Telemark","kviteseid3","3KVUB","UB",2013-05-21,"ØV","Sorbus aucuparia (Rogn)","ROS",NA,1,NA,NA,2,2013,26.981,4
"9308",68,1372,"Telemark","kviteseid3","3KVUB","UB",2013-05-21,"ØV","Sorbus aucuparia (Rogn)","ROS",NA,2,NA,NA,4,2013,215.848,4
"9309",68,1953,"Telemark","kviteseid3","3KVUB","UB",2014-05-22,"NH","Betula pubescens (Bjørk)","Resten",NA,2,NA,NA,1,2014,117.2074,5
"9310",68,1953,"Telemark","kviteseid3","3KVUB","UB",2014-05-22,"NH","Betula pubescens (Bjørk)","Resten",NA,1,NA,NA,1,2014,33.5587,5
"9311",68,1953,"Telemark","kviteseid3","3KVUB","UB",2014-05-22,"NH","Picea abies (Gran)","Bad tree",NA,5,NA,NA,1,2014,2379.25,5
"9312",68,1953,"Telemark","kviteseid3","3KVUB","UB",2014-05-22,"NH","Picea abies (Gran)","Bad tree",NA,3,NA,NA,1,2014,856.53,5
"9313",68,1953,"Telemark","kviteseid3","3KVUB","UB",2014-05-22,"NH","Picea abies (Gran)","Bad tree",NA,1,NA,NA,5,2014,475.85,5
"9314",68,1953,"Telemark","kviteseid3","3KVUB","UB",2014-05-22,"NH","Picea abies (Gran)","Bad tree",NA,4,NA,NA,1,2014,1522.72,5
"9315",68,1953,"Telemark","kviteseid3","3KVUB","UB",2014-05-22,"NH","Sorbus aucuparia (Rogn)","ROS",NA,2,NA,NA,8,2014,431.696,5
"9316",68,1953,"Telemark","kviteseid3","3KVUB","UB",2014-05-22,"NH","Sorbus aucuparia (Rogn)","ROS",NA,1,NA,NA,12,2014,161.886,5
"9317",68,1954,"Telemark","kviteseid3","3KVUB","UB",2014-05-22,"NV","Betula pubescens (Bjørk)","Resten",NA,2,NA,NA,1,2014,117.2074,5
"9318",68,1954,"Telemark","kviteseid3","3KVUB","UB",2014-05-22,"NV","Picea abies (Gran)","Bad tree",NA,3,NA,NA,1,2014,856.53,5
"9319",68,1954,"Telemark","kviteseid3","3KVUB","UB",2014-05-22,"NV","Picea abies (Gran)","Bad tree",NA,7,NA,NA,2,2014,9326.66,5
"9320",68,1954,"Telemark","kviteseid3","3KVUB","UB",2014-05-22,"NV","Picea abies (Gran)","Bad tree",NA,1,NA,NA,1,2014,95.17,5
"9321",68,1954,"Telemark","kviteseid3","3KVUB","UB",2014-05-22,"NV","Sorbus aucuparia (Rogn)","ROS",NA,1,NA,NA,4,2014,53.962,5
"9322",68,1954,"Telemark","kviteseid3","3KVUB","UB",2014-05-22,"NV","Sorbus aucuparia (Rogn)","ROS",NA,2,NA,NA,5,2014,269.81,5
"9323",68,1954,"Telemark","kviteseid3","3KVUB","UB",2014-05-22,"NV","Sorbus aucuparia (Rogn)","ROS",NA,3,NA,NA,2,2014,242.829,5
"9324",68,1955,"Telemark","kviteseid3","3KVUB","UB",2014-05-22,"ØH","Betula pubescens (Bjørk)","Resten",NA,3,NA,NA,3,2014,752.8383,5
"9325",68,1955,"Telemark","kviteseid3","3KVUB","UB",2014-05-22,"ØH","Betula pubescens (Bjørk)","Resten",NA,2,NA,NA,3,2014,351.6222,5
"9326",68,1955,"Telemark","kviteseid3","3KVUB","UB",2014-05-22,"ØH","Picea abies (Gran)","Bad tree",NA,1,NA,NA,2,2014,190.34,5
"9327",68,1955,"Telemark","kviteseid3","3KVUB","UB",2014-05-22,"ØH","Picea abies (Gran)","Bad tree",NA,2,NA,NA,1,2014,380.68,5
"9328",68,1955,"Telemark","kviteseid3","3KVUB","UB",2014-05-22,"ØH","Picea abies (Gran)","Bad tree",NA,4,NA,NA,1,2014,1522.72,5
"9329",68,1955,"Telemark","kviteseid3","3KVUB","UB",2014-05-22,"ØH","Salix caprea (Selje)","ROS",NA,2,NA,NA,2,2014,234.4148,5
"9330",68,1955,"Telemark","kviteseid3","3KVUB","UB",2014-05-22,"ØH","Salix caprea (Selje)","ROS",NA,1,NA,NA,2,2014,67.1174,5
"9331",68,1955,"Telemark","kviteseid3","3KVUB","UB",2014-05-22,"ØH","Sorbus aucuparia (Rogn)","ROS",NA,3,NA,NA,5,2014,607.0725,5
"9332",68,1955,"Telemark","kviteseid3","3KVUB","UB",2014-05-22,"ØH","Sorbus aucuparia (Rogn)","ROS",NA,2,NA,NA,1,2014,53.962,5
"9333",68,1955,"Telemark","kviteseid3","3KVUB","UB",2014-05-22,"ØH","Sorbus aucuparia (Rogn)","ROS",NA,4,NA,NA,3,2014,647.544,5
"9334",68,1956,"Telemark","kviteseid3","3KVUB","UB",2014-05-22,"ØV","Betula pubescens (Bjørk)","Resten",NA,1,NA,NA,2,2014,67.1174,5
"9335",68,1956,"Telemark","kviteseid3","3KVUB","UB",2014-05-22,"ØV","Betula pubescens (Bjørk)","Resten",NA,3,NA,NA,8,2014,2007.5688,5
"9336",68,1956,"Telemark","kviteseid3","3KVUB","UB",2014-05-22,"ØV","Betula pubescens (Bjørk)","Resten",NA,2,NA,NA,7,2014,820.4518,5
"9337",68,1956,"Telemark","kviteseid3","3KVUB","UB",2014-05-22,"ØV","Picea abies (Gran)","Bad tree",NA,2,NA,NA,1,2014,380.68,5
"9338",68,1956,"Telemark","kviteseid3","3KVUB","UB",2014-05-22,"ØV","Picea abies (Gran)","Bad tree",NA,1,NA,NA,3,2014,285.51,5
"9339",68,1956,"Telemark","kviteseid3","3KVUB","UB",2014-05-22,"ØV","Picea abies (Gran)","Bad tree",NA,4,NA,NA,1,2014,1522.72,5
"9340",68,1956,"Telemark","kviteseid3","3KVUB","UB",2014-05-22,"ØV","Pinus sylvestris (Furu)","Resten",NA,1,NA,NA,1,2014,37.41675,5
"9341",68,1956,"Telemark","kviteseid3","3KVUB","UB",2014-05-22,"ØV","Salix caprea (Selje)","ROS",NA,1,NA,NA,2,2014,67.1174,5
"9342",68,1956,"Telemark","kviteseid3","3KVUB","UB",2014-05-22,"ØV","Sorbus aucuparia (Rogn)","ROS",NA,2,NA,NA,6,2014,323.772,5
"9343",68,1956,"Telemark","kviteseid3","3KVUB","UB",2014-05-22,"ØV","Sorbus aucuparia (Rogn)","ROS",NA,3,NA,NA,2,2014,242.829,5
"9344",68,2337,"Telemark","kviteseid3","3KVUB","UB",2015-05-22,"NH","Betula pubescens (Bjørk)","Resten",NA,2,NA,NA,1,2015,117.2074,6
"9345",68,2337,"Telemark","kviteseid3","3KVUB","UB",2015-05-22,"NH","Betula pubescens (Bjørk)","Resten",NA,1,NA,NA,1,2015,33.5587,6
"9346",68,2337,"Telemark","kviteseid3","3KVUB","UB",2015-05-22,"NH","Picea abies (Gran)","Bad tree",NA,1,NA,NA,2,2015,190.34,6
"9347",68,2337,"Telemark","kviteseid3","3KVUB","UB",2015-05-22,"NH","Picea abies (Gran)","Bad tree",NA,5,NA,NA,1,2015,2379.25,6
"9348",68,2337,"Telemark","kviteseid3","3KVUB","UB",2015-05-22,"NH","Picea abies (Gran)","Bad tree",NA,4,NA,NA,1,2015,1522.72,6
"9349",68,2337,"Telemark","kviteseid3","3KVUB","UB",2015-05-22,"NH","Picea abies (Gran)","Bad tree",NA,3,NA,NA,1,2015,856.53,6
"9350",68,2337,"Telemark","kviteseid3","3KVUB","UB",2015-05-22,"NH","Sorbus aucuparia (Rogn)","ROS",NA,1,NA,NA,8,2015,107.924,6
"9351",68,2337,"Telemark","kviteseid3","3KVUB","UB",2015-05-22,"NH","Sorbus aucuparia (Rogn)","ROS",NA,2,NA,NA,9,2015,485.658,6
"9352",68,2338,"Telemark","kviteseid3","3KVUB","UB",2015-05-22,"NV","Betula pubescens (Bjørk)","Resten",NA,2,NA,NA,1,2015,117.2074,6
"9353",68,2338,"Telemark","kviteseid3","3KVUB","UB",2015-05-22,"NV","Picea abies (Gran)","Bad tree",NA,7,NA,NA,2,2015,9326.66,6
"9354",68,2338,"Telemark","kviteseid3","3KVUB","UB",2015-05-22,"NV","Picea abies (Gran)","Bad tree",NA,3,NA,NA,1,2015,856.53,6
"9355",68,2338,"Telemark","kviteseid3","3KVUB","UB",2015-05-22,"NV","Picea abies (Gran)","Bad tree",NA,1,NA,NA,1,2015,95.17,6
"9356",68,2338,"Telemark","kviteseid3","3KVUB","UB",2015-05-22,"NV","Sorbus aucuparia (Rogn)","ROS",NA,2,NA,NA,8,2015,431.696,6
"9357",68,2338,"Telemark","kviteseid3","3KVUB","UB",2015-05-22,"NV","Sorbus aucuparia (Rogn)","ROS",NA,3,NA,NA,3,2015,364.2435,6
"9358",68,2338,"Telemark","kviteseid3","3KVUB","UB",2015-05-22,"NV","Sorbus aucuparia (Rogn)","ROS",NA,1,NA,NA,1,2015,13.4905,6
"9359",68,2339,"Telemark","kviteseid3","3KVUB","UB",2015-05-22,"ØH","Betula pubescens (Bjørk)","Resten",NA,1,NA,NA,1,2015,33.5587,6
"9360",68,2339,"Telemark","kviteseid3","3KVUB","UB",2015-05-22,"ØH","Betula pubescens (Bjørk)","Resten",NA,3,NA,NA,4,2015,1003.7844,6
"9361",68,2339,"Telemark","kviteseid3","3KVUB","UB",2015-05-22,"ØH","Betula pubescens (Bjørk)","Resten",NA,4,NA,NA,1,2015,434.7748,6
"9362",68,2339,"Telemark","kviteseid3","3KVUB","UB",2015-05-22,"ØH","Picea abies (Gran)","Bad tree",NA,5,NA,NA,1,2015,2379.25,6
"9363",68,2339,"Telemark","kviteseid3","3KVUB","UB",2015-05-22,"ØH","Picea abies (Gran)","Bad tree",NA,3,NA,NA,1,2015,856.53,6
"9364",68,2339,"Telemark","kviteseid3","3KVUB","UB",2015-05-22,"ØH","Picea abies (Gran)","Bad tree",NA,1,NA,NA,2,2015,190.34,6
"9365",68,2339,"Telemark","kviteseid3","3KVUB","UB",2015-05-22,"ØH","Salix caprea (Selje)","ROS",NA,2,NA,NA,1,2015,117.2074,6
"9366",68,2339,"Telemark","kviteseid3","3KVUB","UB",2015-05-22,"ØH","Salix caprea (Selje)","ROS",NA,1,NA,NA,2,2015,67.1174,6
"9367",68,2339,"Telemark","kviteseid3","3KVUB","UB",2015-05-22,"ØH","Salix caprea (Selje)","ROS",NA,3,NA,NA,1,2015,250.9461,6
"9368",68,2339,"Telemark","kviteseid3","3KVUB","UB",2015-05-22,"ØH","Sorbus aucuparia (Rogn)","ROS",NA,5,NA,NA,1,2015,337.2625,6
"9369",68,2339,"Telemark","kviteseid3","3KVUB","UB",2015-05-22,"ØH","Sorbus aucuparia (Rogn)","ROS",NA,2,NA,NA,1,2015,53.962,6
"9370",68,2339,"Telemark","kviteseid3","3KVUB","UB",2015-05-22,"ØH","Sorbus aucuparia (Rogn)","ROS",NA,3,NA,NA,4,2015,485.658,6
"9371",68,2339,"Telemark","kviteseid3","3KVUB","UB",2015-05-22,"ØH","Sorbus aucuparia (Rogn)","ROS",NA,4,NA,NA,3,2015,647.544,6
"9372",68,2340,"Telemark","kviteseid3","3KVUB","UB",2015-05-22,"ØV","Betula pubescens (Bjørk)","Resten",NA,4,NA,NA,3,2015,1304.3244,6
"9373",68,2340,"Telemark","kviteseid3","3KVUB","UB",2015-05-22,"ØV","Betula pubescens (Bjørk)","Resten",NA,2,NA,NA,5,2015,586.037,6
"9374",68,2340,"Telemark","kviteseid3","3KVUB","UB",2015-05-22,"ØV","Betula pubescens (Bjørk)","Resten",NA,3,NA,NA,8,2015,2007.5688,6
"9375",68,2340,"Telemark","kviteseid3","3KVUB","UB",2015-05-22,"ØV","Betula pubescens (Bjørk)","Resten",NA,1,NA,NA,3,2015,100.6761,6
"9376",68,2340,"Telemark","kviteseid3","3KVUB","UB",2015-05-22,"ØV","Picea abies (Gran)","Bad tree",NA,2,NA,NA,1,2015,380.68,6
"9377",68,2340,"Telemark","kviteseid3","3KVUB","UB",2015-05-22,"ØV","Picea abies (Gran)","Bad tree",NA,5,NA,NA,1,2015,2379.25,6
"9378",68,2340,"Telemark","kviteseid3","3KVUB","UB",2015-05-22,"ØV","Picea abies (Gran)","Bad tree",NA,1,NA,NA,3,2015,285.51,6
"9379",68,2340,"Telemark","kviteseid3","3KVUB","UB",2015-05-22,"ØV","Salix caprea (Selje)","ROS",NA,1,NA,NA,2,2015,67.1174,6
"9380",68,2340,"Telemark","kviteseid3","3KVUB","UB",2015-05-22,"ØV","Sorbus aucuparia (Rogn)","ROS",NA,3,NA,NA,2,2015,242.829,6
"9381",68,2340,"Telemark","kviteseid3","3KVUB","UB",2015-05-22,"ØV","Sorbus aucuparia (Rogn)","ROS",NA,4,NA,NA,3,2015,647.544,6
"9382",68,2340,"Telemark","kviteseid3","3KVUB","UB",2015-05-22,"ØV","Sorbus aucuparia (Rogn)","ROS",NA,2,NA,NA,2,2015,107.924,6
"9383",68,2749,"Telemark","kviteseid3","3KVUB","UB",2016-05-23,"NH","Betula pubescens (Bjørk)","Resten",NA,1,NA,NA,1,2016,33.5587,7
"9384",68,2749,"Telemark","kviteseid3","3KVUB","UB",2016-05-23,"NH","Betula pubescens (Bjørk)","Resten",NA,2,NA,NA,1,2016,117.2074,7
"9385",68,2749,"Telemark","kviteseid3","3KVUB","UB",2016-05-23,"NH","Picea abies (Gran)","Bad tree",NA,5,NA,NA,1,2016,2379.25,7
"9386",68,2749,"Telemark","kviteseid3","3KVUB","UB",2016-05-23,"NH","Picea abies (Gran)","Bad tree",NA,3,NA,NA,1,2016,856.53,7
"9387",68,2749,"Telemark","kviteseid3","3KVUB","UB",2016-05-23,"NH","Picea abies (Gran)","Bad tree",NA,1,NA,NA,2,2016,190.34,7
"9388",68,2749,"Telemark","kviteseid3","3KVUB","UB",2016-05-23,"NH","Picea abies (Gran)","Bad tree",NA,4,NA,NA,1,2016,1522.72,7
"9389",68,2749,"Telemark","kviteseid3","3KVUB","UB",2016-05-23,"NH","Sorbus aucuparia (Rogn)","ROS",NA,1,NA,NA,14,2016,188.867,7
"9390",68,2749,"Telemark","kviteseid3","3KVUB","UB",2016-05-23,"NH","Sorbus aucuparia (Rogn)","ROS",NA,2,NA,NA,10,2016,539.62,7
"9391",68,2750,"Telemark","kviteseid3","3KVUB","UB",2016-05-23,"NV","Betula pubescens (Bjørk)","Resten",NA,2,NA,NA,1,2016,117.2074,7
"9392",68,2750,"Telemark","kviteseid3","3KVUB","UB",2016-05-23,"NV","Picea abies (Gran)","Bad tree",NA,3,NA,NA,1,2016,856.53,7
"9393",68,2750,"Telemark","kviteseid3","3KVUB","UB",2016-05-23,"NV","Picea abies (Gran)","Bad tree",NA,1,NA,NA,1,2016,95.17,7
"9394",68,2750,"Telemark","kviteseid3","3KVUB","UB",2016-05-23,"NV","Picea abies (Gran)","Bad tree",NA,7,NA,NA,2,2016,9326.66,7
"9395",68,2750,"Telemark","kviteseid3","3KVUB","UB",2016-05-23,"NV","Sorbus aucuparia (Rogn)","ROS",NA,4,NA,NA,1,2016,215.848,7
"9396",68,2750,"Telemark","kviteseid3","3KVUB","UB",2016-05-23,"NV","Sorbus aucuparia (Rogn)","ROS",NA,1,NA,NA,8,2016,107.924,7
"9397",68,2750,"Telemark","kviteseid3","3KVUB","UB",2016-05-23,"NV","Sorbus aucuparia (Rogn)","ROS",NA,2,NA,NA,9,2016,485.658,7
"9398",68,2750,"Telemark","kviteseid3","3KVUB","UB",2016-05-23,"NV","Sorbus aucuparia (Rogn)","ROS",NA,3,NA,NA,1,2016,121.4145,7
"9399",68,2751,"Telemark","kviteseid3","3KVUB","UB",2016-05-23,"ØH","Betula pubescens (Bjørk)","Resten",NA,3,NA,NA,2,2016,501.8922,7
"9400",68,2751,"Telemark","kviteseid3","3KVUB","UB",2016-05-23,"ØH","Betula pubescens (Bjørk)","Resten",NA,1,NA,NA,1,2016,33.5587,7
"9401",68,2751,"Telemark","kviteseid3","3KVUB","UB",2016-05-23,"ØH","Betula pubescens (Bjørk)","Resten",NA,5,NA,NA,1,2016,668.6935,7
"9402",68,2751,"Telemark","kviteseid3","3KVUB","UB",2016-05-23,"ØH","Betula pubescens (Bjørk)","Resten",NA,4,NA,NA,2,2016,869.5496,7
"9403",68,2751,"Telemark","kviteseid3","3KVUB","UB",2016-05-23,"ØH","Picea abies (Gran)","Bad tree",NA,3,NA,NA,1,2016,856.53,7
"9404",68,2751,"Telemark","kviteseid3","3KVUB","UB",2016-05-23,"ØH","Picea abies (Gran)","Bad tree",NA,6,NA,NA,1,2016,3426.12,7
"9405",68,2751,"Telemark","kviteseid3","3KVUB","UB",2016-05-23,"ØH","Picea abies (Gran)","Bad tree",NA,1,NA,NA,3,2016,285.51,7
"9406",68,2751,"Telemark","kviteseid3","3KVUB","UB",2016-05-23,"ØH","Salix caprea (Selje)","ROS",NA,3,NA,NA,1,2016,250.9461,7
"9407",68,2751,"Telemark","kviteseid3","3KVUB","UB",2016-05-23,"ØH","Salix caprea (Selje)","ROS",NA,2,NA,NA,2,2016,234.4148,7
"9408",68,2751,"Telemark","kviteseid3","3KVUB","UB",2016-05-23,"ØH","Salix caprea (Selje)","ROS",NA,1,NA,NA,1,2016,33.5587,7
"9409",68,2751,"Telemark","kviteseid3","3KVUB","UB",2016-05-23,"ØH","Sorbus aucuparia (Rogn)","ROS",NA,3,NA,NA,1,2016,121.4145,7
"9410",68,2751,"Telemark","kviteseid3","3KVUB","UB",2016-05-23,"ØH","Sorbus aucuparia (Rogn)","ROS",NA,4,NA,NA,5,2016,1079.24,7
"9411",68,2751,"Telemark","kviteseid3","3KVUB","UB",2016-05-23,"ØH","Sorbus aucuparia (Rogn)","ROS",NA,2,NA,NA,1,2016,53.962,7
"9412",68,2751,"Telemark","kviteseid3","3KVUB","UB",2016-05-23,"ØH","Sorbus aucuparia (Rogn)","ROS",NA,6,NA,NA,2,2016,971.316,7
"9413",68,2752,"Telemark","kviteseid3","3KVUB","UB",2016-05-23,"ØV","Betula pubescens (Bjørk)","Resten",NA,4,NA,NA,4,2016,1739.0992,7
"9414",68,2752,"Telemark","kviteseid3","3KVUB","UB",2016-05-23,"ØV","Betula pubescens (Bjørk)","Resten",NA,2,NA,NA,5,2016,586.037,7
"9415",68,2752,"Telemark","kviteseid3","3KVUB","UB",2016-05-23,"ØV","Betula pubescens (Bjørk)","Resten",NA,3,NA,NA,8,2016,2007.5688,7
"9416",68,2752,"Telemark","kviteseid3","3KVUB","UB",2016-05-23,"ØV","Betula pubescens (Bjørk)","Resten",NA,5,NA,NA,1,2016,668.6935,7
"9417",68,2752,"Telemark","kviteseid3","3KVUB","UB",2016-05-23,"ØV","Picea abies (Gran)","Bad tree",NA,6,NA,NA,1,2016,3426.12,7
"9418",68,2752,"Telemark","kviteseid3","3KVUB","UB",2016-05-23,"ØV","Picea abies (Gran)","Bad tree",NA,2,NA,NA,1,2016,380.68,7
"9419",68,2752,"Telemark","kviteseid3","3KVUB","UB",2016-05-23,"ØV","Picea abies (Gran)","Bad tree",NA,1,NA,NA,3,2016,285.51,7
"9420",68,2752,"Telemark","kviteseid3","3KVUB","UB",2016-05-23,"ØV","Salix caprea (Selje)","ROS",NA,1,NA,NA,1,2016,33.5587,7
"9421",68,2752,"Telemark","kviteseid3","3KVUB","UB",2016-05-23,"ØV","Salix caprea (Selje)","ROS",NA,2,NA,NA,1,2016,117.2074,7
"9422",68,2752,"Telemark","kviteseid3","3KVUB","UB",2016-05-23,"ØV","Sorbus aucuparia (Rogn)","ROS",NA,3,NA,NA,2,2016,242.829,7
"9423",68,2752,"Telemark","kviteseid3","3KVUB","UB",2016-05-23,"ØV","Sorbus aucuparia (Rogn)","ROS",NA,1,NA,NA,3,2016,40.4715,7
"9424",68,2752,"Telemark","kviteseid3","3KVUB","UB",2016-05-23,"ØV","Sorbus aucuparia (Rogn)","ROS",NA,4,NA,NA,4,2016,863.392,7
"9425",68,3376,"Telemark","kviteseid3","3KVUB","UB",2017-05-23,"NH","Betula pubescens (Bjørk)","Resten",NA,3,NA,NA,1,2017,250.9461,8
"9426",68,3376,"Telemark","kviteseid3","3KVUB","UB",2017-05-23,"NH","Betula pubescens (Bjørk)","Resten",NA,1,NA,NA,1,2017,33.5587,8
"9427",68,3376,"Telemark","kviteseid3","3KVUB","UB",2017-05-23,"NH","Picea abies (Gran)","Bad tree",NA,4,NA,NA,1,2017,1522.72,8
"9428",68,3376,"Telemark","kviteseid3","3KVUB","UB",2017-05-23,"NH","Picea abies (Gran)","Bad tree",NA,3,NA,NA,1,2017,856.53,8
"9429",68,3376,"Telemark","kviteseid3","3KVUB","UB",2017-05-23,"NH","Picea abies (Gran)","Bad tree",NA,6,NA,NA,1,2017,3426.12,8
"9430",68,3376,"Telemark","kviteseid3","3KVUB","UB",2017-05-23,"NH","Picea abies (Gran)","Bad tree",NA,2,NA,NA,2,2017,761.36,8
"9431",68,3376,"Telemark","kviteseid3","3KVUB","UB",2017-05-23,"NH","Sorbus aucuparia (Rogn)","ROS",NA,1,NA,NA,13,2017,175.3765,8
"9432",68,3376,"Telemark","kviteseid3","3KVUB","UB",2017-05-23,"NH","Sorbus aucuparia (Rogn)","ROS",NA,2,NA,NA,12,2017,647.544,8
"9433",68,3375,"Telemark","kviteseid3","3KVUB","UB",2017-05-23,"NV","Betula pubescens (Bjørk)","Resten",NA,2,NA,NA,1,2017,117.2074,8
"9434",68,3375,"Telemark","kviteseid3","3KVUB","UB",2017-05-23,"NV","Picea abies (Gran)","Bad tree",NA,7,NA,NA,2,2017,9326.66,8
"9435",68,3375,"Telemark","kviteseid3","3KVUB","UB",2017-05-23,"NV","Picea abies (Gran)","Bad tree",NA,4,NA,NA,1,2017,1522.72,8
"9436",68,3375,"Telemark","kviteseid3","3KVUB","UB",2017-05-23,"NV","Picea abies (Gran)","Bad tree",NA,1,NA,NA,1,2017,95.17,8
"9437",68,3375,"Telemark","kviteseid3","3KVUB","UB",2017-05-23,"NV","Sorbus aucuparia (Rogn)","ROS",NA,4,NA,NA,2,2017,431.696,8
"9438",68,3375,"Telemark","kviteseid3","3KVUB","UB",2017-05-23,"NV","Sorbus aucuparia (Rogn)","ROS",NA,3,NA,NA,1,2017,121.4145,8
"9439",68,3375,"Telemark","kviteseid3","3KVUB","UB",2017-05-23,"NV","Sorbus aucuparia (Rogn)","ROS",NA,2,NA,NA,8,2017,431.696,8
"9440",68,3375,"Telemark","kviteseid3","3KVUB","UB",2017-05-23,"NV","Sorbus aucuparia (Rogn)","ROS",NA,1,NA,NA,6,2017,80.943,8
"9441",68,3377,"Telemark","kviteseid3","3KVUB","UB",2017-05-23,"ØH","Betula pubescens (Bjørk)","Resten",NA,3,NA,NA,1,2017,250.9461,8
"9442",68,3377,"Telemark","kviteseid3","3KVUB","UB",2017-05-23,"ØH","Betula pubescens (Bjørk)","Resten",NA,4,NA,NA,3,2017,1304.3244,8
"9443",68,3377,"Telemark","kviteseid3","3KVUB","UB",2017-05-23,"ØH","Betula pubescens (Bjørk)","Resten",NA,2,NA,NA,1,2017,117.2074,8
"9444",68,3377,"Telemark","kviteseid3","3KVUB","UB",2017-05-23,"ØH","Betula pubescens (Bjørk)","Resten",NA,5,NA,NA,1,2017,668.6935,8
"9445",68,3377,"Telemark","kviteseid3","3KVUB","UB",2017-05-23,"ØH","Picea abies (Gran)","Bad tree",NA,3,NA,NA,1,2017,856.53,8
"9446",68,3377,"Telemark","kviteseid3","3KVUB","UB",2017-05-23,"ØH","Picea abies (Gran)","Bad tree",NA,7,NA,NA,1,2017,4663.33,8
"9447",68,3377,"Telemark","kviteseid3","3KVUB","UB",2017-05-23,"ØH","Picea abies (Gran)","Bad tree",NA,1,NA,NA,3,2017,285.51,8
"9448",68,3377,"Telemark","kviteseid3","3KVUB","UB",2017-05-23,"ØH","Salix caprea (Selje)","ROS",NA,2,NA,NA,1,2017,117.2074,8
"9449",68,3377,"Telemark","kviteseid3","3KVUB","UB",2017-05-23,"ØH","Salix caprea (Selje)","ROS",NA,1,NA,NA,2,2017,67.1174,8
"9450",68,3377,"Telemark","kviteseid3","3KVUB","UB",2017-05-23,"ØH","Salix caprea (Selje)","ROS",NA,4,NA,NA,1,2017,434.7748,8
"9451",68,3377,"Telemark","kviteseid3","3KVUB","UB",2017-05-23,"ØH","Sorbus aucuparia (Rogn)","ROS",NA,4,NA,NA,4,2017,863.392,8
"9452",68,3377,"Telemark","kviteseid3","3KVUB","UB",2017-05-23,"ØH","Sorbus aucuparia (Rogn)","ROS",NA,6,NA,NA,2,2017,971.316,8
"9453",68,3377,"Telemark","kviteseid3","3KVUB","UB",2017-05-23,"ØH","Sorbus aucuparia (Rogn)","ROS",NA,3,NA,NA,1,2017,121.4145,8
"9454",68,3377,"Telemark","kviteseid3","3KVUB","UB",2017-05-23,"ØH","Sorbus aucuparia (Rogn)","ROS",NA,5,NA,NA,2,2017,674.525,8
"9455",68,3378,"Telemark","kviteseid3","3KVUB","UB",2017-05-23,"ØV","Betula pubescens (Bjørk)","Resten",NA,4,NA,NA,7,2017,3043.4236,8
"9456",68,3378,"Telemark","kviteseid3","3KVUB","UB",2017-05-23,"ØV","Betula pubescens (Bjørk)","Resten",NA,3,NA,NA,3,2017,752.8383,8
"9457",68,3378,"Telemark","kviteseid3","3KVUB","UB",2017-05-23,"ØV","Betula pubescens (Bjørk)","Resten",NA,5,NA,NA,1,2017,668.6935,8
"9458",68,3378,"Telemark","kviteseid3","3KVUB","UB",2017-05-23,"ØV","Betula pubescens (Bjørk)","Resten",NA,6,NA,NA,1,2017,952.7022,8
"9459",68,3378,"Telemark","kviteseid3","3KVUB","UB",2017-05-23,"ØV","Betula pubescens (Bjørk)","Resten",NA,2,NA,NA,4,2017,468.8296,8
"9460",68,3378,"Telemark","kviteseid3","3KVUB","UB",2017-05-23,"ØV","Picea abies (Gran)","Bad tree",NA,6,NA,NA,1,2017,3426.12,8
"9461",68,3378,"Telemark","kviteseid3","3KVUB","UB",2017-05-23,"ØV","Picea abies (Gran)","Bad tree",NA,1,NA,NA,2,2017,190.34,8
"9462",68,3378,"Telemark","kviteseid3","3KVUB","UB",2017-05-23,"ØV","Picea abies (Gran)","Bad tree",NA,2,NA,NA,1,2017,380.68,8
"9463",68,3378,"Telemark","kviteseid3","3KVUB","UB",2017-05-23,"ØV","Picea abies (Gran)","Bad tree",NA,3,NA,NA,1,2017,856.53,8
"9464",68,3378,"Telemark","kviteseid3","3KVUB","UB",2017-05-23,"ØV","Salix caprea (Selje)","ROS",NA,2,NA,NA,1,2017,117.2074,8
"9465",68,3378,"Telemark","kviteseid3","3KVUB","UB",2017-05-23,"ØV","Sorbus aucuparia (Rogn)","ROS",NA,1,NA,NA,2,2017,26.981,8
