"","Region","LocalityName","LocalityCode","Treatment","Subplot","Years_Since_Exclosure","Month","Albedo","Total_Biomass_kg","Total_Biomass_kg_m2","Annual_Delta_Total_Biomass_kg","Annual_Delta_Total_Biomass_kg_m2"
"77945","Telemark","kviteseid1","1KVB","B","ØH",7,5,0.162239472070628,3.63244896,0.289061103756507,0.89258,0.071029259552482
"77946","Telemark","kviteseid1","1KVB","B","ØH",7,6,0.160006500656852,3.63244896,0.289061103756507,0.89258,0.071029259552482
"77947","Telemark","kviteseid1","1KVB","B","ØH",7,7,0.160006500656656,3.63244896,0.289061103756507,0.89258,0.071029259552482
"77948","Telemark","kviteseid1","1KVB","B","ØH",7,8,0.160006500656675,3.63244896,0.289061103756507,0.89258,0.071029259552482
"77949","Telemark","kviteseid1","1KVB","B","ØH",7,9,0.160006500679655,3.63244896,0.289061103756507,0.89258,0.071029259552482
"77950","Telemark","kviteseid1","1KVB","B","ØH",7,10,0.160712126351283,3.63244896,0.289061103756507,0.89258,0.071029259552482
"77951","Telemark","kviteseid1","1KVB","B","ØH",7,11,0.213028466284495,3.63244896,0.289061103756507,0.89258,0.071029259552482
"77952","Telemark","kviteseid1","1KVB","B","ØH",7,12,0.348438123413389,3.63244896,0.289061103756507,0.89258,0.071029259552482
"77953","Telemark","kviteseid1","1KVB","B","ØV",7,1,0.441165298836968,2.50120146,0.199039288013833,0.78902604,0.0627886972471117
"77954","Telemark","kviteseid1","1KVB","B","ØV",7,2,0.463052825088598,2.50120146,0.199039288013833,0.78902604,0.0627886972471117
"77955","Telemark","kviteseid1","1KVB","B","ØV",7,3,0.458657212816407,2.50120146,0.199039288013833,0.78902604,0.0627886972471117
"77956","Telemark","kviteseid1","1KVB","B","ØV",7,4,0.310364027461871,2.50120146,0.199039288013833,0.78902604,0.0627886972471117
"77957","Telemark","kviteseid1","1KVB","B","ØV",7,5,0.156914582416607,2.50120146,0.199039288013833,0.78902604,0.0627886972471117
"77958","Telemark","kviteseid1","1KVB","B","ØV",7,6,0.154719549925416,2.50120146,0.199039288013833,0.78902604,0.0627886972471117
"77959","Telemark","kviteseid1","1KVB","B","ØV",7,7,0.154719549925394,2.50120146,0.199039288013833,0.78902604,0.0627886972471117
"77960","Telemark","kviteseid1","1KVB","B","ØV",7,8,0.154719549925396,2.50120146,0.199039288013833,0.78902604,0.0627886972471117
"77961","Telemark","kviteseid1","1KVB","B","ØV",7,9,0.154719549931438,2.50120146,0.199039288013833,0.78902604,0.0627886972471117
"77962","Telemark","kviteseid1","1KVB","B","ØV",7,10,0.155413417697183,2.50120146,0.199039288013833,0.78902604,0.0627886972471117
"77963","Telemark","kviteseid1","1KVB","B","ØV",7,11,0.207068680884396,2.50120146,0.199039288013833,0.78902604,0.0627886972471117
"77964","Telemark","kviteseid1","1KVB","B","ØV",7,12,0.340618987111815,2.50120146,0.199039288013833,0.78902604,0.0627886972471117
"77965","Telemark","kviteseid1","1KVB","B","NH",8,1,0.44539823562949,0.12096382,0.00962599494413914,-0.08464264,-0.00673564727617389
"77966","Telemark","kviteseid1","1KVB","B","NH",8,2,0.46927218382038,0.12096382,0.00962599494413914,-0.08464264,-0.00673564727617389
"77967","Telemark","kviteseid1","1KVB","B","NH",8,3,0.465255421867587,0.12096382,0.00962599494413914,-0.08464264,-0.00673564727617389
"77968","Telemark","kviteseid1","1KVB","B","NH",8,4,0.31690781080745,0.12096382,0.00962599494413914,-0.08464264,-0.00673564727617389
"77969","Telemark","kviteseid1","1KVB","B","NH",8,5,0.162512296009809,0.12096382,0.00962599494413914,-0.08464264,-0.00673564727617389
"77970","Telemark","kviteseid1","1KVB","B","NH",8,6,0.160021192442201,0.12096382,0.00962599494413914,-0.08464264,-0.00673564727617389
"77971","Telemark","kviteseid1","1KVB","B","NH",8,7,0.160021192442178,0.12096382,0.00962599494413914,-0.08464264,-0.00673564727617389
"77972","Telemark","kviteseid1","1KVB","B","NH",8,8,0.160021192442179,0.12096382,0.00962599494413914,-0.08464264,-0.00673564727617389
"77973","Telemark","kviteseid1","1KVB","B","NH",8,9,0.16002119244853,0.12096382,0.00962599494413914,-0.08464264,-0.00673564727617389
"77974","Telemark","kviteseid1","1KVB","B","NH",8,10,0.160812590228281,0.12096382,0.00962599494413914,-0.08464264,-0.00673564727617389
"77975","Telemark","kviteseid1","1KVB","B","NH",8,11,0.212861122381336,0.12096382,0.00962599494413914,-0.08464264,-0.00673564727617389
"77976","Telemark","kviteseid1","1KVB","B","NH",8,12,0.346974562698071,0.12096382,0.00962599494413914,-0.08464264,-0.00673564727617389
"77977","Telemark","kviteseid1","1KVB","B","NV",8,1,0.44470127842284,3.99492396,0.317905947755125,0.675175,0.0537287193510352
"77978","Telemark","kviteseid1","1KVB","B","NV",8,2,0.467003719877819,3.99492396,0.317905947755125,0.675175,0.0537287193510352
"77979","Telemark","kviteseid1","1KVB","B","NV",8,3,0.462599324223218,3.99492396,0.317905947755125,0.675175,0.0537287193510352
"77980","Telemark","kviteseid1","1KVB","B","NV",8,4,0.313143541472094,3.99492396,0.317905947755125,0.675175,0.0537287193510352
"77981","Telemark","kviteseid1","1KVB","B","NV",8,5,0.158693555981662,3.99492396,0.317905947755125,0.675175,0.0537287193510352
"77982","Telemark","kviteseid1","1KVB","B","NV",8,6,0.156488208158697,3.99492396,0.317905947755125,0.675175,0.0537287193510352
"77983","Telemark","kviteseid1","1KVB","B","NV",8,7,0.156488208158535,3.99492396,0.317905947755125,0.675175,0.0537287193510352
"77984","Telemark","kviteseid1","1KVB","B","NV",8,8,0.156488208158551,3.99492396,0.317905947755125,0.675175,0.0537287193510352
"77985","Telemark","kviteseid1","1KVB","B","NV",8,9,0.156488208178193,3.99492396,0.317905947755125,0.675175,0.0537287193510352
"77986","Telemark","kviteseid1","1KVB","B","NV",8,10,0.157185334568074,3.99492396,0.317905947755125,0.675175,0.0537287193510352
"77987","Telemark","kviteseid1","1KVB","B","NV",8,11,0.209184118245637,3.99492396,0.317905947755125,0.675175,0.0537287193510352
"77988","Telemark","kviteseid1","1KVB","B","NV",8,12,0.343518819588104,3.99492396,0.317905947755125,0.675175,0.0537287193510352
"77989","Telemark","kviteseid1","1KVB","B","ØH",8,1,0.451099398132464,3.63244896,0.289061103756507,0,0
"77990","Telemark","kviteseid1","1KVB","B","ØH",8,2,0.474163684748058,3.63244896,0.289061103756507,0,0
"77991","Telemark","kviteseid1","1KVB","B","ØH",8,3,0.469811715508199,3.63244896,0.289061103756507,0,0
"77992","Telemark","kviteseid1","1KVB","B","ØH",8,4,0.318311935360048,3.63244896,0.289061103756507,0,0
"77993","Telemark","kviteseid1","1KVB","B","ØH",8,5,0.162171974203297,3.63244896,0.289061103756507,0,0
"77994","Telemark","kviteseid1","1KVB","B","ØH",8,6,0.159935444782126,3.63244896,0.289061103756507,0,0
"77995","Telemark","kviteseid1","1KVB","B","ØH",8,7,0.159935444781912,3.63244896,0.289061103756507,0,0
"77996","Telemark","kviteseid1","1KVB","B","ØH",8,8,0.159935444781933,3.63244896,0.289061103756507,0,0
"77997","Telemark","kviteseid1","1KVB","B","ØH",8,9,0.159935444806684,3.63244896,0.289061103756507,0,0
"77998","Telemark","kviteseid1","1KVB","B","ØH",8,10,0.160642295134444,3.63244896,0.289061103756507,0,0
"77999","Telemark","kviteseid1","1KVB","B","ØH",8,11,0.212981650055453,3.63244896,0.289061103756507,0,0
"78000","Telemark","kviteseid1","1KVB","B","ØH",8,12,0.348393887376229,3.63244896,0.289061103756507,0,0
"78001","Telemark","kviteseid1","1KVB","B","ØV",8,1,0.441368606817828,2.50120146,0.199039288013833,0,0
"78002","Telemark","kviteseid1","1KVB","B","ØV",8,2,0.463229273734095,2.50120146,0.199039288013833,0,0
"78003","Telemark","kviteseid1","1KVB","B","ØV",8,3,0.45882442274479,2.50120146,0.199039288013833,0,0
"78004","Telemark","kviteseid1","1KVB","B","ØV",8,4,0.310421771854898,2.50120146,0.199039288013833,0,0
"78005","Telemark","kviteseid1","1KVB","B","ØV",8,5,0.156915493058198,2.50120146,0.199039288013833,0,0
"78006","Telemark","kviteseid1","1KVB","B","ØV",8,6,0.154728955122236,2.50120146,0.199039288013833,0,0
"78007","Telemark","kviteseid1","1KVB","B","ØV",8,7,0.154728955122214,2.50120146,0.199039288013833,0,0
"78008","Telemark","kviteseid1","1KVB","B","ØV",8,8,0.154728955122216,2.50120146,0.199039288013833,0,0
"78009","Telemark","kviteseid1","1KVB","B","ØV",8,9,0.154728955128244,2.50120146,0.199039288013833,0,0
"78010","Telemark","kviteseid1","1KVB","B","ØV",8,10,0.155419990557996,2.50120146,0.199039288013833,0,0
"78011","Telemark","kviteseid1","1KVB","B","ØV",8,11,0.207075827562875,2.50120146,0.199039288013833,0,0
"78012","Telemark","kviteseid1","1KVB","B","ØV",8,12,0.3406599222723,2.50120146,0.199039288013833,0,0
"78013","Telemark","kviteseid1","1KVB","B","NH",9,1,0.448529839608884,0.12096382,0.00962599494413914,0,0
"78014","Telemark","kviteseid1","1KVB","B","NH",9,2,0.472144348023277,0.12096382,0.00962599494413914,0,0
"78015","Telemark","kviteseid1","1KVB","B","NH",9,3,0.468019898171059,0.12096382,0.00962599494413914,0,0
"78016","Telemark","kviteseid1","1KVB","B","NH",9,4,0.318120991113627,0.12096382,0.00962599494413914,0,0
"78017","Telemark","kviteseid1","1KVB","B","NH",9,5,0.162864429138978,0.12096382,0.00962599494413914,0,0
"78018","Telemark","kviteseid1","1KVB","B","NH",9,6,0.1604755068932,0.12096382,0.00962599494413914,0,0
"78019","Telemark","kviteseid1","1KVB","B","NH",9,7,0.160475506893178,0.12096382,0.00962599494413914,0,0
"78020","Telemark","kviteseid1","1KVB","B","NH",9,8,0.160475506893179,0.12096382,0.00962599494413914,0,0
"78021","Telemark","kviteseid1","1KVB","B","NH",9,9,0.16047550689935,0.12096382,0.00962599494413914,0,0
"78022","Telemark","kviteseid1","1KVB","B","NH",9,10,0.161232762352775,0.12096382,0.00962599494413914,0,0
"78023","Telemark","kviteseid1","1KVB","B","NH",9,11,0.213313243581865,0.12096382,0.00962599494413914,0,0
"78024","Telemark","kviteseid1","1KVB","B","NH",9,12,0.347938630154609,0.12096382,0.00962599494413914,0,0
"78025","Telemark","kviteseid1","1KVB","B","NV",9,1,0.444301415044207,4.91213146,0.390895001488104,0.9172075,0.0729890537329798
"78026","Telemark","kviteseid1","1KVB","B","NV",9,2,0.466590733638807,4.91213146,0.390895001488104,0.9172075,0.0729890537329798
"78027","Telemark","kviteseid1","1KVB","B","NV",9,3,0.462186621789643,4.91213146,0.390895001488104,0.9172075,0.0729890537329798
"78028","Telemark","kviteseid1","1KVB","B","NV",9,4,0.312891729929908,4.91213146,0.390895001488104,0.9172075,0.0729890537329798
"78029","Telemark","kviteseid1","1KVB","B","NV",9,5,0.15856856739593,4.91213146,0.390895001488104,0.9172075,0.0729890537329798
"78030","Telemark","kviteseid1","1KVB","B","NV",9,6,0.156361226763795,4.91213146,0.390895001488104,0.9172075,0.0729890537329798
"78031","Telemark","kviteseid1","1KVB","B","NV",9,7,0.156361226763622,4.91213146,0.390895001488104,0.9172075,0.0729890537329798
"78032","Telemark","kviteseid1","1KVB","B","NV",9,8,0.156361226763639,4.91213146,0.390895001488104,0.9172075,0.0729890537329798
"78033","Telemark","kviteseid1","1KVB","B","NV",9,9,0.156361226784398,4.91213146,0.390895001488104,0.9172075,0.0729890537329798
"78034","Telemark","kviteseid1","1KVB","B","NV",9,10,0.157059082383182,4.91213146,0.390895001488104,0.9172075,0.0729890537329798
"78035","Telemark","kviteseid1","1KVB","B","NV",9,11,0.209055894255316,4.91213146,0.390895001488104,0.9172075,0.0729890537329798
"78036","Telemark","kviteseid1","1KVB","B","NV",9,12,0.343329816250785,4.91213146,0.390895001488104,0.9172075,0.0729890537329798
"78037","Telemark","kviteseid1","1KVB","B","ØH",9,1,0.451312129503744,3.54780632,0.282325456480333,-0.0846426399999998,-0.00673564727617387
"78038","Telemark","kviteseid1","1KVB","B","ØH",9,2,0.474438232060992,3.54780632,0.282325456480333,-0.0846426399999998,-0.00673564727617387
"78039","Telemark","kviteseid1","1KVB","B","ØH",9,3,0.470092071601708,3.54780632,0.282325456480333,-0.0846426399999998,-0.00673564727617387
"78040","Telemark","kviteseid1","1KVB","B","ØH",9,4,0.318553876912384,3.54780632,0.282325456480333,-0.0846426399999998,-0.00673564727617387
"78041","Telemark","kviteseid1","1KVB","B","ØH",9,5,0.162352053161264,3.54780632,0.282325456480333,-0.0846426399999998,-0.00673564727617387
"78042","Telemark","kviteseid1","1KVB","B","ØH",9,6,0.160108142043338,3.54780632,0.282325456480333,-0.0846426399999998,-0.00673564727617387
"78043","Telemark","kviteseid1","1KVB","B","ØH",9,7,0.160108142043109,3.54780632,0.282325456480333,-0.0846426399999998,-0.00673564727617387
"78044","Telemark","kviteseid1","1KVB","B","ØH",9,8,0.160108142043132,3.54780632,0.282325456480333,-0.0846426399999998,-0.00673564727617387
"78045","Telemark","kviteseid1","1KVB","B","ØH",9,9,0.160108142069283,3.54780632,0.282325456480333,-0.0846426399999998,-0.00673564727617387
"78046","Telemark","kviteseid1","1KVB","B","ØH",9,10,0.160817434548025,3.54780632,0.282325456480333,-0.0846426399999998,-0.00673564727617387
"78047","Telemark","kviteseid1","1KVB","B","ØH",9,11,0.213191836500609,3.54780632,0.282325456480333,-0.0846426399999998,-0.00673564727617387
"78048","Telemark","kviteseid1","1KVB","B","ØH",9,12,0.348660262314355,3.54780632,0.282325456480333,-0.0846426399999998,-0.00673564727617387
"78049","Telemark","kviteseid1","1KVB","B","ØV",9,1,0.437376793429608,3.54004146,0.281707548554625,1.03884,0.0826682605407923
"78050","Telemark","kviteseid1","1KVB","B","ØV",9,2,0.458613817086701,3.54004146,0.281707548554625,1.03884,0.0826682605407923
"78051","Telemark","kviteseid1","1KVB","B","ØV",9,3,0.454132093301535,3.54004146,0.281707548554625,1.03884,0.0826682605407923
"78052","Telemark","kviteseid1","1KVB","B","ØV",9,4,0.306872837184065,3.54004146,0.281707548554625,1.03884,0.0826682605407923
"78053","Telemark","kviteseid1","1KVB","B","ØV",9,5,0.154375188466126,3.54004146,0.281707548554625,1.03884,0.0826682605407923
"78054","Telemark","kviteseid1","1KVB","B","ØV",9,6,0.152235700485203,3.54004146,0.281707548554625,1.03884,0.0826682605407923
"78055","Telemark","kviteseid1","1KVB","B","ØV",9,7,0.152235700485181,3.54004146,0.281707548554625,1.03884,0.0826682605407923
"78056","Telemark","kviteseid1","1KVB","B","ØV",9,8,0.152235700485183,3.54004146,0.281707548554625,1.03884,0.0826682605407923
"78057","Telemark","kviteseid1","1KVB","B","ØV",9,9,0.152235700491216,3.54004146,0.281707548554625,1.03884,0.0826682605407923
"78058","Telemark","kviteseid1","1KVB","B","ØV",9,10,0.152911585606771,3.54004146,0.281707548554625,1.03884,0.0826682605407923
"78059","Telemark","kviteseid1","1KVB","B","ØV",9,11,0.204383741994058,3.54004146,0.281707548554625,1.03884,0.0826682605407923
"78060","Telemark","kviteseid1","1KVB","B","ØV",9,12,0.337367883249642,3.54004146,0.281707548554625,1.03884,0.0826682605407923
"78061","Telemark","kviteseid1","1KVUB","UB","NH",1,1,0.453529194531495,0.1711694,0.0136212280580369,NA,NA
"78062","Telemark","kviteseid1","1KVUB","UB","NH",1,2,0.476612273740094,0.1711694,0.0136212280580369,NA,NA
"78063","Telemark","kviteseid1","1KVUB","UB","NH",1,3,0.472289598680093,0.1711694,0.0136212280580369,NA,NA
"78064","Telemark","kviteseid1","1KVUB","UB","NH",1,4,0.319811701132224,0.1711694,0.0136212280580369,NA,NA
"78065","Telemark","kviteseid1","1KVUB","UB","NH",1,5,0.163169619432275,0.1711694,0.0136212280580369,NA,NA
"78066","Telemark","kviteseid1","1KVUB","UB","NH",1,6,0.16096560505122,0.1711694,0.0136212280580369,NA,NA
"78067","Telemark","kviteseid1","1KVUB","UB","NH",1,7,0.160965605051199,0.1711694,0.0136212280580369,NA,NA
"78068","Telemark","kviteseid1","1KVUB","UB","NH",1,8,0.1609656050512,0.1711694,0.0136212280580369,NA,NA
"78069","Telemark","kviteseid1","1KVUB","UB","NH",1,9,0.160965605057056,0.1711694,0.0136212280580369,NA,NA
"78070","Telemark","kviteseid1","1KVUB","UB","NH",1,10,0.161661146493971,0.1711694,0.0136212280580369,NA,NA
"78071","Telemark","kviteseid1","1KVUB","UB","NH",1,11,0.213775067859731,0.1711694,0.0136212280580369,NA,NA
"78072","Telemark","kviteseid1","1KVUB","UB","NH",1,12,0.349224200394107,0.1711694,0.0136212280580369,NA,NA
"78073","Telemark","kviteseid1","1KVUB","UB","NV",1,1,0.454050453438587,0.053962,0.00429415951956243,NA,NA
"78074","Telemark","kviteseid1","1KVUB","UB","NV",1,2,0.477217429664818,0.053962,0.00429415951956243,NA,NA
"78075","Telemark","kviteseid1","1KVUB","UB","NV",1,3,0.472905344893237,0.053962,0.00429415951956243,NA,NA
"78076","Telemark","kviteseid1","1KVUB","UB","NV",1,4,0.320280290814796,0.053962,0.00429415951956243,NA,NA
"78077","Telemark","kviteseid1","1KVUB","UB","NV",1,5,0.163506729486784,0.053962,0.00429415951956243,NA,NA
"78078","Telemark","kviteseid1","1KVUB","UB","NV",1,6,0.161296114126929,0.053962,0.00429415951956243,NA,NA
"78079","Telemark","kviteseid1","1KVUB","UB","NV",1,7,0.161296114126908,0.053962,0.00429415951956243,NA,NA
"78080","Telemark","kviteseid1","1KVUB","UB","NV",1,8,0.161296114126909,0.053962,0.00429415951956243,NA,NA
"78081","Telemark","kviteseid1","1KVUB","UB","NV",1,9,0.161296114132765,0.053962,0.00429415951956243,NA,NA
"78082","Telemark","kviteseid1","1KVUB","UB","NV",1,10,0.161993785190151,0.053962,0.00429415951956243,NA,NA
"78083","Telemark","kviteseid1","1KVUB","UB","NV",1,11,0.214132060494972,0.053962,0.00429415951956243,NA,NA
"78084","Telemark","kviteseid1","1KVUB","UB","NV",1,12,0.349659400485404,0.053962,0.00429415951956243,NA,NA
"78085","Telemark","kviteseid1","1KVUB","UB","ØH",1,1,0.438876029874671,0.43158725,0.0343446221064688,NA,NA
"78086","Telemark","kviteseid1","1KVUB","UB","ØH",1,2,0.463273424061069,0.43158725,0.0343446221064688,NA,NA
"78087","Telemark","kviteseid1","1KVUB","UB","ØH",1,3,0.459208239912419,0.43158725,0.0343446221064688,NA,NA
"78088","Telemark","kviteseid1","1KVUB","UB","ØH",1,4,0.313840384188092,0.43158725,0.0343446221064688,NA,NA
"78089","Telemark","kviteseid1","1KVUB","UB","ØH",1,5,0.160464737099591,0.43158725,0.0343446221064688,NA,NA
"78090","Telemark","kviteseid1","1KVUB","UB","ØH",1,6,0.157783287354752,0.43158725,0.0343446221064688,NA,NA
"78091","Telemark","kviteseid1","1KVUB","UB","ØH",1,7,0.157783287353926,0.43158725,0.0343446221064688,NA,NA
"78092","Telemark","kviteseid1","1KVUB","UB","ØH",1,8,0.15778328735401,0.43158725,0.0343446221064688,NA,NA
"78093","Telemark","kviteseid1","1KVUB","UB","ØH",1,9,0.157783287438645,0.43158725,0.0343446221064688,NA,NA
"78094","Telemark","kviteseid1","1KVUB","UB","ØH",1,10,0.158639511826157,0.43158725,0.0343446221064688,NA,NA
"78095","Telemark","kviteseid1","1KVUB","UB","ØH",1,11,0.211825882827148,0.43158725,0.0343446221064688,NA,NA
"78096","Telemark","kviteseid1","1KVUB","UB","ØH",1,12,0.346420126705293,0.43158725,0.0343446221064688,NA,NA
"78097","Telemark","kviteseid1","1KVUB","UB","ØV",1,1,0.401890868308999,1.04361375,0.0830481434955847,NA,NA
"78098","Telemark","kviteseid1","1KVUB","UB","ØV",1,2,0.428894768114831,1.04361375,0.0830481434955847,NA,NA
"78099","Telemark","kviteseid1","1KVUB","UB","ØV",1,3,0.425015666724564,1.04361375,0.0830481434955847,NA,NA
"78100","Telemark","kviteseid1","1KVUB","UB","ØV",1,4,0.296738513630299,1.04361375,0.0830481434955847,NA,NA
"78101","Telemark","kviteseid1","1KVUB","UB","ØV",1,5,0.150769410133619,1.04361375,0.0830481434955847,NA,NA
"78102","Telemark","kviteseid1","1KVUB","UB","ØV",1,6,0.147043183392104,1.04361375,0.0830481434955847,NA,NA
"78103","Telemark","kviteseid1","1KVUB","UB","ØV",1,7,0.147043183388335,1.04361375,0.0830481434955847,NA,NA
"78104","Telemark","kviteseid1","1KVUB","UB","ØV",1,8,0.14704318338872,1.04361375,0.0830481434955847,NA,NA
"78105","Telemark","kviteseid1","1KVUB","UB","ØV",1,9,0.147043183761056,1.04361375,0.0830481434955847,NA,NA
"78106","Telemark","kviteseid1","1KVUB","UB","ØV",1,10,0.148253293717198,1.04361375,0.0830481434955847,NA,NA
"78107","Telemark","kviteseid1","1KVUB","UB","ØV",1,11,0.205393280713976,1.04361375,0.0830481434955847,NA,NA
"78108","Telemark","kviteseid1","1KVUB","UB","ØV",1,12,0.339567631170941,1.04361375,0.0830481434955847,NA,NA
"78109","Telemark","kviteseid1","1KVUB","UB","NH",2,1,0.453230277142794,0.2386219,0.01898892745749,0.0674525,0.00536769939945303
"78110","Telemark","kviteseid1","1KVUB","UB","NH",2,2,0.476265245370288,0.2386219,0.01898892745749,0.0674525,0.00536769939945303
"78111","Telemark","kviteseid1","1KVUB","UB","NH",2,3,0.471936497279559,0.2386219,0.01898892745749,0.0674525,0.00536769939945303
"78112","Telemark","kviteseid1","1KVUB","UB","NH",2,4,0.319542987058698,0.2386219,0.01898892745749,0.0674525,0.00536769939945303
"78113","Telemark","kviteseid1","1KVUB","UB","NH",2,5,0.16297630272185,0.2386219,0.01898892745749,0.0674525,0.00536769939945303
"78114","Telemark","kviteseid1","1KVUB","UB","NH",2,6,0.160776073690684,0.2386219,0.01898892745749,0.0674525,0.00536769939945303
"78115","Telemark","kviteseid1","1KVUB","UB","NH",2,7,0.160776073690663,0.2386219,0.01898892745749,0.0674525,0.00536769939945303
"78116","Telemark","kviteseid1","1KVUB","UB","NH",2,8,0.160776073690664,0.2386219,0.01898892745749,0.0674525,0.00536769939945303
"78117","Telemark","kviteseid1","1KVUB","UB","NH",2,9,0.16077607369652,0.2386219,0.01898892745749,0.0674525,0.00536769939945303
"78118","Telemark","kviteseid1","1KVUB","UB","NH",2,10,0.161470393896577,0.2386219,0.01898892745749,0.0674525,0.00536769939945303
"78119","Telemark","kviteseid1","1KVUB","UB","NH",2,11,0.213570349427375,0.2386219,0.01898892745749,0.0674525,0.00536769939945303
"78120","Telemark","kviteseid1","1KVUB","UB","NH",2,12,0.34897463367576,0.2386219,0.01898892745749,0.0674525,0.00536769939945303
"78121","Telemark","kviteseid1","1KVUB","UB","NV",2,1,0.453690222515439,0.134905,0.0107353987989061,0.080943,0.00644123927934364
"78122","Telemark","kviteseid1","1KVUB","UB","NV",2,2,0.476799219300552,0.134905,0.0107353987989061,0.080943,0.00644123927934364
"78123","Telemark","kviteseid1","1KVUB","UB","NV",2,3,0.472479815806314,0.134905,0.0107353987989061,0.080943,0.00644123927934364
"78124","Telemark","kviteseid1","1KVUB","UB","NV",2,4,0.319956458470382,0.134905,0.0107353987989061,0.080943,0.00644123927934364
"78125","Telemark","kviteseid1","1KVUB","UB","NV",2,5,0.163273759911615,0.134905,0.0107353987989061,0.080943,0.00644123927934364
"78126","Telemark","kviteseid1","1KVUB","UB","NV",2,6,0.161067706347548,0.134905,0.0107353987989061,0.080943,0.00644123927934364
"78127","Telemark","kviteseid1","1KVUB","UB","NV",2,7,0.161067706347527,0.134905,0.0107353987989061,0.080943,0.00644123927934364
"78128","Telemark","kviteseid1","1KVUB","UB","NV",2,8,0.161067706347528,0.134905,0.0107353987989061,0.080943,0.00644123927934364
"78129","Telemark","kviteseid1","1KVUB","UB","NV",2,9,0.161067706353384,0.134905,0.0107353987989061,0.080943,0.00644123927934364
"78130","Telemark","kviteseid1","1KVUB","UB","NV",2,10,0.161763905675443,0.134905,0.0107353987989061,0.080943,0.00644123927934364
"78131","Telemark","kviteseid1","1KVUB","UB","NV",2,11,0.213885350491939,0.134905,0.0107353987989061,0.080943,0.00644123927934364
"78132","Telemark","kviteseid1","1KVUB","UB","NV",2,12,0.349358642976019,0.134905,0.0107353987989061,0.080943,0.00644123927934364
"78133","Telemark","kviteseid1","1KVUB","UB","ØH",2,1,0.443106620397949,0.90743725,0.072211561941608,0.47585,0.0378669398351392
"78134","Telemark","kviteseid1","1KVUB","UB","ØH",2,2,0.467081739340161,0.90743725,0.072211561941608,0.47585,0.0378669398351392
"78135","Telemark","kviteseid1","1KVUB","UB","ØH",2,3,0.462936943840089,0.90743725,0.072211561941608,0.47585,0.0378669398351392
"78136","Telemark","kviteseid1","1KVUB","UB","ØH",2,4,0.315492966934238,0.90743725,0.072211561941608,0.47585,0.0378669398351392
"78137","Telemark","kviteseid1","1KVUB","UB","ØH",2,5,0.16123737335932,0.90743725,0.072211561941608,0.47585,0.0378669398351392
"78138","Telemark","kviteseid1","1KVUB","UB","ØH",2,6,0.15870553408534,0.90743725,0.072211561941608,0.47585,0.0378669398351392
"78139","Telemark","kviteseid1","1KVUB","UB","ØH",2,7,0.158705534084756,0.90743725,0.072211561941608,0.47585,0.0378669398351392
"78140","Telemark","kviteseid1","1KVUB","UB","ØH",2,8,0.158705534084815,0.90743725,0.072211561941608,0.47585,0.0378669398351392
"78141","Telemark","kviteseid1","1KVUB","UB","ØH",2,9,0.158705534145815,0.90743725,0.072211561941608,0.47585,0.0378669398351392
"78142","Telemark","kviteseid1","1KVUB","UB","ØH",2,10,0.159511480489607,0.90743725,0.072211561941608,0.47585,0.0378669398351392
"78143","Telemark","kviteseid1","1KVUB","UB","ØH",2,11,0.212353409373807,0.90743725,0.072211561941608,0.47585,0.0378669398351392
"78144","Telemark","kviteseid1","1KVUB","UB","ØH",2,12,0.347143218129657,0.90743725,0.072211561941608,0.47585,0.0378669398351392
"78145","Telemark","kviteseid1","1KVUB","UB","ØV",2,1,0.401890868308999,1.04361375,0.0830481434955847,0,0
"78146","Telemark","kviteseid1","1KVUB","UB","ØV",2,2,0.428894768114831,1.04361375,0.0830481434955847,0,0
"78147","Telemark","kviteseid1","1KVUB","UB","ØV",2,3,0.425015666724564,1.04361375,0.0830481434955847,0,0
"78148","Telemark","kviteseid1","1KVUB","UB","ØV",2,4,0.296738513630299,1.04361375,0.0830481434955847,0,0
"78149","Telemark","kviteseid1","1KVUB","UB","ØV",2,5,0.150769410133619,1.04361375,0.0830481434955847,0,0
"78150","Telemark","kviteseid1","1KVUB","UB","ØV",2,6,0.147043183392104,1.04361375,0.0830481434955847,0,0
"78151","Telemark","kviteseid1","1KVUB","UB","ØV",2,7,0.147043183388335,1.04361375,0.0830481434955847,0,0
"78152","Telemark","kviteseid1","1KVUB","UB","ØV",2,8,0.14704318338872,1.04361375,0.0830481434955847,0,0
"78153","Telemark","kviteseid1","1KVUB","UB","ØV",2,9,0.147043183761056,1.04361375,0.0830481434955847,0,0
"78154","Telemark","kviteseid1","1KVUB","UB","ØV",2,10,0.148253293717198,1.04361375,0.0830481434955847,0,0
"78155","Telemark","kviteseid1","1KVUB","UB","ØV",2,11,0.205393280713976,1.04361375,0.0830481434955847,0,0
"78156","Telemark","kviteseid1","1KVUB","UB","ØV",2,12,0.339567631170941,1.04361375,0.0830481434955847,0,0
"78157","Telemark","kviteseid1","1KVUB","UB","NH",3,1,0.452639903196566,0.3723606,0.029631515051332,0.1337387,0.010642587593842
"78158","Telemark","kviteseid1","1KVUB","UB","NH",3,2,0.475579850288302,0.3723606,0.029631515051332,0.1337387,0.010642587593842
"78159","Telemark","kviteseid1","1KVUB","UB","NH",3,3,0.471239107715981,0.3723606,0.029631515051332,0.1337387,0.010642587593842
