"","Region","LocalityName","LocalityCode","Treatment","Years_Since_Exclosure","Month","Mean_Plot_Albedo","Delta_Albedo","Mean_Plot_Biomass_kg","Mean_Plot_Biomass_kg_m2","Delta_Biomass_kg","Delta_Biomass_kg_m2"
"2372","Telemark","drangedal3","3DRB","B",6,4,0.320282814990409,-0.120561363271242,0.443565,0.0352977811662783,-0.149695,-0.0119123496030706
"2373","Telemark","kviteseid3","3KVB","B",6,4,0.402323734908686,-0.10568228920851,3.28828147,0.261673125113992,0.64206776,0.0510941289019703
"2374","Telemark","notodden3","3NOB","B",6,4,0.304525663159678,-0.137941735349591,4.321086355,0.343861126462595,1.01686125,0.0809192471880518
"2375","Telemark","drangedal4","4DRB","B",6,4,0.327762810485515,-0.114621788175799,5.325764055,0.423810837547193,1.08291481,0.0861756224794604
"2376","Telemark","notodden5","5NOB","B",6,4,0.306117072323513,-0.10906310673472,7.270014285,0.578529354903221,0.986870745,0.0785326786297657
"2377","Telemark","notodden6","6NOB","B",6,4,0.238716902277337,-0.176857941038692,3.69957974,0.294403201491815,1.034155625,0.0822954898225193
"2378","Trøndelag","bratsberg","BRB","B",6,4,0.185865201585427,-0.236564420971873,2.81482907,0.223996980224631,-0.10531535,-0.00838072926797653
"2379","Hedmark","didrik_holmsen","DHB","B",6,4,0.173946312789581,-0.220619797926748,6.499941285,0.517248892657418,1.938383455,0.154251654235398
"2380","Hedmark","fet_3","FKB","B",6,4,0.162469161653894,-0.184269801015932,8.759204135,0.69703531781811,3.786643385,0.301331506224488
"2381","Trøndelag","selbu_flub","FLB","B",6,4,0.166978622255392,-0.22643497972673,12.64570146,1.0063129481117,4.889663125,0.389107028198957
"2382","Trøndelag","hi_tydal","HIB","B",6,4,0.35208227581964,-0.116014299128613,8.439844185,0.671621460484069,2.3829575,0.189629732651453
"2383","Hedmark","halvard_pramhus","HPB","B",6,4,0.15361788300983,-0.20602111637908,9.668135625,0.769365787600801,3.187001875,0.253613551024694
"2384","Trøndelag","selbu_kl","KLB","B",6,4,0.222623066194118,-0.192372697346706,10.2314274,0.814191122797929,1.99354632,0.158641375555329
"2385","Trøndelag","singsaas","LAB","B",6,4,0.320553746622692,-0.134305159082979,2.725209795,0.21686530491835,0.228084445,0.0181503834320608
"2386","Trøndelag","malvik","MAB","B",6,4,0.178229948804576,-0.224222699428414,5.80137518,0.461658768313817,1.092445765,0.0869340717797785
"2387","Hedmark","stig_dahlen","SDB","B",6,4,0.160901871989385,-0.199055745066942,7.4591808,0.593582747868079,2.92145764,0.232482212219791
"2388","Trøndelag","sl_tydal","SEB","B",6,4,0.375734377017475,-0.10453972605133,2.66544679,0.212109516088463,0.77191665,0.0614271752512183
"2389","Trøndelag","selbu_sl","SLB","B",6,4,0.321390076722189,-0.131290532191694,4.80949344,0.382727327372022,1.33571842,0.106293094560948
"2390","Hedmark","stangeskovene_aurskog","SSAB","B",6,4,0.185430883797707,-0.224673489772605,4.01158916666667,0.319232122764449,1.55541333333333,0.123775860275521
"2391","Hedmark","stangeskovene_eidskog","SSBB","B",6,4,0.158378260045161,-0.193718456598916,4.347424375,0.345957039499722,0.73686125,0.0586375551551864
"2392","Hedmark","eidskog","STSKNB","B",6,4,0.161682516816388,-0.197403942422671,10.434113125,0.830320340311887,2.647119375,0.210651066742789
"2393","Hedmark","truls_holm","THB","B",6,4,0.18612245311506,-0.220431684949467,4.82150849,0.38368345467152,-0.752349669999999,-0.0598700844570281
"2394","Trøndelag","steinkjer_1bbb","1BBUB","UB",6,4,0.350873914905164,-0.120700671381503,4.568356425,0.363538253422185,1.05320035,0.0838110208843071
"2395","Telemark","nome_cappelen1","1CAUB","UB",6,4,0.224773917188414,-0.131664783271308,2.4338062875,0.19367615059188,0.5144803125,0.040941042428919
"2396","Telemark","drangedal1","1DRUB","UB",6,4,0.307299849403444,-0.10173693034436,3.2362593,0.257533332361059,0.433969475,0.0345341935486223
"2397","Telemark","fritsoe1","1FRUB","UB",6,4,0.348260965455578,-0.108431957472365,12.1729324125,0.968691182686463,2.8277226,0.225023014741333
"2398","Telemark","furesdal","1FYUB","UB",6,4,0.259282068241114,-0.15709819264455,5.369756525,0.427311647076854,1.249206125,0.0994086648672111
"2399","Trøndelag","namdalseid_1kub","1KUB","UB",6,4,0.201250858261399,-0.2107059278387,10.680498275,0.849927047575356,3.639731175,0.289640604013461
"2400","Telemark","kviteseid1","1KVUB","UB",6,4,0.348051045901888,-0.130587660608172,2.3647536875,0.188181119280206,0.681006375,0.0541927654291715
"2401","Trøndelag","nsb_verdal","1NSUB","UB",6,4,0.161380444685715,-0.0947040288405703,0.9300987,0.0740149028341729,0.1895045,0.015080288956579
"2402","Trøndelag","sub_namdalseid","1SUB","UB",6,4,0.362156183766443,-0.111100286035296,3.497663625,0.278335227595734,1.6701275,0.132904523609355
"2403","Trøndelag","verdal_1vb","1VBUB","UB",6,4,0.172462609451501,-0.210792695924342,0.6775555,0.0539181535220503,-0.0319815250000001,-0.00254500889568352
"2404","Trøndelag","steinkjer_2bbb","2BBUB","UB",6,4,0.358349125273155,-0.121034834472343,3.917629425,0.311755044095505,1.097664,0.0873493257270111
"2405","Telemark","nome_cappelen2","2CAUB","UB",6,4,0.188060601091363,-0.162221815975845,6.057570675,0.482046158027379,1.1406594125,0.0907707919418361
"2406","Telemark","fritsoe2","2FRUB","UB",6,4,0.289814340733904,-0.117162999237503,6.215694275,0.494629234307122,1.3192126,0.104979603139556
"2407","Telemark","kviteseid2","2KVUB","UB",6,4,0.38693595811795,-0.100356322621194,3.72931225,0.296769239460329,0.9145031375,0.0727738474030861
"2408","Trøndelag","verdal_2vb","2VBUB","UB",6,4,0.154974671455358,-0.163718194149818,8.8767129125,0.706386369216015,1.906553075,0.151718673076652
"2409","Telemark","drangedal3","3DRUB","UB",6,4,0.329382102199821,-0.119390332040506,0.9732140875,0.0774459163561467,0.27745465,0.0220791395156659
"2410","Telemark","kviteseid3","3KVUB","UB",6,4,0.385057657890793,-0.102014882623288,7.966395375,0.633945601277832,1.0903051625,0.0867637280452436
"2411","Telemark","notodden3","3NOUB","UB",6,4,0.306801489143852,-0.138429096406782,2.843090275,0.226245935461373,0.355165225,0.0282631505865476
"2412","Telemark","drangedal4","4DRUB","UB",6,4,0.319898497366713,-0.111564364645026,8.292354025,0.659884566473362,1.533952225,0.122068039537781
"2413","Telemark","notodden5","5NOUB","UB",6,4,0.2521055294551,-0.0956475745083428,17.6683502,1.40600263530434,2.9700333,0.236347740421267
"2414","Telemark","notodden6","6NOUB","UB",6,4,0.241475529324467,-0.182961980041966,2.769734275,0.220408450458648,0.746256175,0.0593851795320502
"2415","Trøndelag","bratsberg","BRUB","UB",6,4,0.170597454834757,-0.229736503077405,9.948296975,0.7916603194587,2.457292175,0.195545098136142
"2416","Hedmark","didrik_holmsen","DHUB","UB",6,4,0.163897438502869,-0.196539305221501,7.577720375,0.603015827524711,3.195941475,0.254324941789327
"2417","Hedmark","fet_3","FKUB","UB",6,4,0.175216439353826,-0.210042967773967,4.6803055375,0.372446880736748,1.415734025,0.112660534091067
"2418","Trøndelag","selbu_flub","FLUB","UB",6,4,0.174874950395694,-0.238819766602008,8.19520745,0.652153887665513,1.9071102,0.151763007675487
"2419","Trøndelag","hi_tydal","HIUB","UB",6,4,0.351878384749134,-0.116201297133925,8.2990277125,0.6604156416505,2.3087314125,0.183723008285454
"2420","Hedmark","halvard_pramhus","HPUB","UB",6,4,0.165960737350549,-0.220768474688091,2.8005028625,0.222856936854939,0.5270836375,0.0419439831654908
"2421","Trøndelag","selbu_kl","KLUB","UB",6,4,0.229311706879164,-0.184027243533546,5.2114794875,0.414716360628821,-0.1939690875,-0.0154355695413247
"2422","Trøndelag","singsaas","LAUB","UB",6,4,0.310610190429955,-0.133020946680336,2.6028848875,0.207130998072408,0.1912033625,0.0152154801388333
"2423","Trøndelag","malvik","MAUB","UB",6,4,0.182637505473543,-0.234047299189366,5.996002325,0.477146704407124,0.852363662499999,0.0678289450993934
"2424","Hedmark","stig_dahlen","SDUB","UB",6,4,0.121959054113554,-0.195232290909277,40.4859693,3.22177106998086,15.7743117625,1.25527984543725
"2425","Trøndelag","sl_tydal","SEUB","UB",6,4,0.360313170565436,-0.101154133725209,6.4366995375,0.512216274295221,2.2336096375,0.177745007372911
"2426","Trøndelag","selbu_sl","SLUB","UB",6,4,0.323190990926059,-0.131895974304904,4.684260975,0.372761644451856,1.3933725,0.110881060471656
"2427","Hedmark","stangeskovene_aurskog","SSAUB","UB",6,4,0.186545167345149,-0.227375656592945,4.28958881666667,0.341354632002107,1.13853103333333,0.0906014209092618
"2428","Hedmark","stangeskovene_eidskog","SSBUB","UB",6,4,0.164268144307498,-0.204313011511967,3.2927328125,0.262027351695127,1.273850675,0.101369815843599
"2429","Hedmark","eidskog","STSKNUB","UB",6,4,0.165774695920039,-0.203809840753825,4.696556125,0.373740061401134,0.6997361875,0.0556832365504512
"2430","Hedmark","truls_holm","THUB","UB",6,4,0.174523920405142,-0.235463251504004,12.6994790875,1.01059243573389,3.521860725,0.280260771632478
"2431","Trøndelag","steinkjer_1bbb","1BBB","B",7,4,0.351032608486587,-0.120879649406754,5.380320525,0.428152303486266,1.311266855,0.104347300842907
"2432","Telemark","nome_cappelen1","1CAB","B",7,4,0.221223581829485,-0.138888839079892,3.393620245,0.270055718484239,0.632758785,0.0503533442087859
"2433","Telemark","drangedal1","1DRB","B",7,4,0.297683626782297,-0.0978505607347245,6.87891073,0.547406322883689,0.816589375,0.0649821177537858
"2434","Telemark","fritsoe1","1FRB","B",7,4,0.348000842396056,-0.106329929181921,3.35893665,0.267295685690016,0.658184375,0.0523766483735499
"2435","Telemark","furesdal","1FYB","B",7,4,0.266500115013509,-0.155405667336581,2.1263525,0.169209755565405,0.203364375,0.0161832227650219
"2436","Trøndelag","namdalseid_1kub","1KB","B",7,4,0.210131900826531,-0.221384453292195,4.283173355,0.340844105783874,1.21001941,0.0962902851693194
"2437","Telemark","kviteseid1","1KVB","B",7,4,0.351374974327089,-0.128288008574612,4.70942243,0.374763929421173,0.34935172,0.0278005265578279
"2438","Trøndelag","nsb_verdal","1NSB","B",7,4,0.154400528975938,-0.092584419804748,6.125387485,0.487442848295492,1.30949592,0.104206374313335
"2439","Trøndelag","sub_namdalseid","1SB","B",7,4,0.370249408264258,-0.113121911510418,1.52303851,0.121199553692908,0.344439045,0.0274095883028009
"2440","Trøndelag","verdal_1vb","1VBB","B",7,4,0.173628044727789,-0.215417283802616,0.934646615,0.0743768144106788,-0.342409311666667,-0.0272480672562217
"2441","Trøndelag","steinkjer_2bbb","2BBB","B",7,4,0.342948090192851,-0.117431015224157,8.72744683,0.694508151783096,-4.656919965,-0.370585916006543
"2442","Telemark","nome_cappelen2","2CAB","B",7,4,0.188050836756649,-0.155696460238699,6.258068125,0.49800123814979,1.534234375,0.122090492321377
"2443","Telemark","fritsoe2","2FRB","B",7,4,0.287152727862945,-0.112450244097656,3.81872799,0.303884717965939,0.65872875,0.0524199683596227
"2444","Telemark","kviteseid2","2KVB","B",7,4,0.390263615873302,-0.102871021714779,4.869261355,0.387483506927295,0.0262450349999996,0.00208851352593492
"2445","Trøndelag","verdal_2vb","2VBB","B",7,4,0.150277942281406,-0.164787631519514,11.86349165,0.944066669213463,1.942920555,0.154612705181549
"2446","Telemark","drangedal3","3DRB","B",7,4,0.32018323809047,-0.120516662744743,0.501746666666667,0.0399277310899408,0.0581816666666667,0.00462994992366247
"2447","Telemark","kviteseid3","3KVB","B",7,4,0.401942638816405,-0.105945654884155,3.64201465,0.2898223171803,0.35373318,0.0281491920663076
"2448","Telemark","notodden3","3NOB","B",7,4,0.29796511629796,-0.135199118719123,6.8566829,0.545637488374336,2.535596545,0.201776361911741
"2449","Telemark","drangedal4","4DRB","B",7,4,0.326963938565522,-0.114284322509232,5.6835743,0.452284472137529,0.357810245,0.028473634590336
"2450","Telemark","notodden5","5NOB","B",7,4,0.303788593244699,-0.108455068924936,8.1684867,0.650027517942702,0.898472415,0.0714981630394814
"2451","Telemark","notodden6","6NOB","B",7,4,0.235430460362941,-0.174800227773342,5.38249757,0.428325547222807,1.68291783,0.133922345730993
"2452","Trøndelag","bratsberg","BRB","B",7,4,0.186338738126887,-0.236573546262423,2.65939391,0.211627843202492,-0.15543516,-0.0123691370221398
"2453","Hedmark","didrik_holmsen","DHB","B",7,4,0.17085650017863,-0.218958690184198,8.763933195,0.697411644455699,2.26399191,0.180162751798281
"2454","Hedmark","fet_3","FKB","B",7,4,0.158749600697204,-0.181971711888788,12.27869457,0.977107467765557,3.519490435,0.280072149947448
"2455","Trøndelag","selbu_flub","FLB","B",7,4,0.168233627180978,-0.226797693852641,11.648049255,0.926922308155559,-0.997652205,-0.0793906399561394
"2456","Trøndelag","hi_tydal","HIB","B",7,4,0.347307387828801,-0.114705501581128,11.377169185,0.90536635709277,2.937325,0.233744896608701
"2457","Hedmark","halvard_pramhus","HPB","B",7,4,0.150394238840574,-0.2043144408976,12.227673125,0.973047310177837,2.5595375,0.203681522577036
"2458","Trøndelag","selbu_kl","KLB","B",7,4,0.225892348449927,-0.196103282983476,8.774111045,0.698221572024473,-1.457316355,-0.115969550773457
"2459","Trøndelag","singsaas","LAB","B",7,4,0.318418150404549,-0.133397397314704,3.094440315,0.246247736117546,0.36923052,0.0293824311991955
"2460","Trøndelag","malvik","MAB","B",7,4,0.178053329118801,-0.223568214195341,6.233176395,0.496020417213985,0.431801215,0.0343616489001682
"2461","Hedmark","stig_dahlen","SDB","B",7,4,0.154534398403282,-0.196614742807162,13.260670175,1.05525060353126,5.801489375,0.46166785566318
"2462","Trøndelag","sl_tydal","SEB","B",7,4,0.377484514495762,-0.105979456897428,3.244843995,0.258216480683152,0.579397205,0.0461069645946891
"2463","Trøndelag","selbu_sl","SLB","B",7,4,0.326396063180715,-0.133306240003752,5.434119985,0.432433528483603,0.624626544999999,0.0497062011115811
"2464","Hedmark","stangeskovene_aurskog","SSAB","B",7,4,0.187875549633792,-0.230779719868008,2.848583125,0.226683042575954,-1.16300604166667,-0.0925490801884944
"2465","Hedmark","stangeskovene_eidskog","SSBB","B",7,4,0.157500241999829,-0.19485288405613,5.049565625,0.401831664842833,0.702141249999999,0.0558746253431111
"2466","Hedmark","eidskog","STSKNB","B",7,4,0.158447075228047,-0.19633774862006,13.72778125,1.09242212181087,3.293668125,0.262101781498982
"2467","Hedmark","truls_holm","THB","B",7,4,0.181023288848868,-0.217951846762778,9.60061507,0.763992672556521,4.77910658,0.380309217885001
"2468","Trøndelag","steinkjer_1bbb","1BBUB","UB",7,4,0.348085735534636,-0.119947349553395,5.562166025,0.442623108588274,0.993809600000001,0.0790848551660897
"2469","Telemark","nome_cappelen1","1CAUB","UB",7,4,0.223201111622426,-0.130785883677395,3.0137659125,0.239827871148116,0.579959625,0.046151720556236
"2470","Telemark","drangedal1","1DRUB","UB",7,4,0.306348284247806,-0.101444404768624,4.1221512625,0.328030374799686,0.8858919625,0.0704970424386275
"2471","Telemark","fritsoe1","1FRUB","UB",7,4,0.344686441977088,-0.107467912315653,13.939517025,1.10927151942119,1.7665846125,0.140580336734728
"2472","Telemark","furesdal","1FYUB","UB",7,4,0.257947734338608,-0.156371890610313,5.5986781375,0.445528650181826,0.2289216125,0.0182170031049712
"2473","Trøndelag","namdalseid_1kub","1KUB","UB",7,4,0.198967716860503,-0.209922022773729,10.953876275,0.871681777591644,0.273378000000001,0.0217547300162881
"2474","Telemark","kviteseid1","1KVUB","UB",7,4,0.350690538405855,-0.130657647628361,2.851009175,0.226876101500798,0.4862554875,0.0386949822205922
"2475","Trøndelag","nsb_verdal","1NSUB","UB",7,4,0.159911010868141,-0.094519803116735,1.5566286,0.123872568124108,0.6265299,0.0498576652899354
"2476","Trøndelag","sub_namdalseid","1SUB","UB",7,4,0.357812266923146,-0.110144083017697,4.68403275,0.372743482883412,1.186369125,0.0944082552876784
"2477","Trøndelag","verdal_1vb","1VBUB","UB",7,4,0.172251839429561,-0.211322075417245,0.946961925,0.0753568356417833,0.269406425,0.021438682119733
"2478","Trøndelag","steinkjer_2bbb","2BBUB","UB",7,4,0.357352060667436,-0.120795326436756,3.293387825,0.262079475933708,-0.6242416,-0.0496755681617969
"2479","Telemark","nome_cappelen2","2CAUB","UB",7,4,0.185499941341123,-0.160403354637948,8.199295975,0.652479242147366,2.1417253,0.170433084119986
"2480","Telemark","fritsoe2","2FRUB","UB",7,4,0.285189920511972,-0.115392057005107,8.13222045,0.647141541465249,1.916526175,0.152512307158126
"2481","Telemark","kviteseid2","2KVUB","UB",7,4,0.385979870638344,-0.0999361226003775,3.9589011375,0.315039342622626,0.2295888875,0.018270103162297
"2482","Trøndelag","verdal_2vb","2VBUB","UB",7,4,0.149413759027266,-0.161501100491838,10.8270755875,0.861591299490106,1.950362675,0.155204930274091
"2483","Telemark","drangedal3","3DRUB","UB",7,4,0.329913290760206,-0.119304990565119,1.1298912875,0.0899138917810454,0.1566772,0.0124679754248987
"2484","Telemark","kviteseid3","3KVUB","UB",7,4,0.383740938987809,-0.102133742367905,9.23309455,0.734746318833669,1.266699175,0.100800717555838
"2485","Telemark","notodden3","3NOUB","UB",7,4,0.305302070283793,-0.137725388913555,3.4299230875,0.27294460690032,0.5868328125,0.0466986714389472
"2486","Telemark","drangedal4","4DRUB","UB",7,4,0.318551239678713,-0.111047388361682,9.4084394,0.748699818645273,1.116085375,0.0888152521719108
"2487","Telemark","notodden5","5NOUB","UB",7,4,0.257991650028808,-0.0970810983163035,17.6291775375,1.40288537386887,-0.0391726625000004,-0.00311726143547286
"2488","Telemark","notodden6","6NOUB","UB",7,4,0.239961803179003,-0.18637743235092,3.519221825,0.280050774642816,0.74948755,0.059642324184167
"2489","Trøndelag","bratsberg","BRUB","UB",7,4,0.165530132789077,-0.227348421055345,12.7787267875,1.01689876732572,2.8304298125,0.225238447867021
"2490","Hedmark","didrik_holmsen","DHUB","UB",7,4,0.159455610734299,-0.193744821603847,10.20254855,0.811893016933775,2.624828175,0.208877189409064
"2491","Hedmark","fet_3","FKUB","UB",7,4,0.170686237664176,-0.205472009046164,6.83353915,0.543795767267244,2.1532336125,0.171348886530497
"2492","Trøndelag","selbu_flub","FLUB","UB",7,4,0.170849118070006,-0.237391354964033,10.99579055,0.875017209617825,2.8005831,0.222863321952312
"2493","Trøndelag","hi_tydal","HIUB","UB",7,4,0.346366660048553,-0.114654362501534,10.455342625,0.832009730244071,2.1563149125,0.171594088593572
"2494","Hedmark","halvard_pramhus","HPUB","UB",7,4,0.164513524554984,-0.21947259541245,3.7418165375,0.297764299043063,0.941313675,0.0749073621881239
"2495","Trøndelag","selbu_kl","KLUB","UB",7,4,0.226717626601932,-0.182602028571853,6.1244253125,0.48736628104075,0.912945825,0.0726499204119292
"2496","Trøndelag","singsaas","LAUB","UB",7,4,0.310792057762569,-0.132749335010556,2.6944977375,0.214421317036527,0.0916128499999997,0.00729031896411814
"2497","Trøndelag","malvik","MAUB","UB",7,4,0.179805071766835,-0.232448485955214,9.119849075,0.72573453026915,3.12384675,0.248587825862026
"2498","Hedmark","stig_dahlen","SDUB","UB",7,4,0.115911098642943,-0.192141313957805,53.1539915875,4.22986025310782,12.6680222875,1.00808918312696
"2499","Trøndelag","sl_tydal","SEUB","UB",7,4,0.356769174354093,-0.100860278713552,8.5337802875,0.6790966580079,2.09708075,0.16688038371268
"2500","Trøndelag","selbu_sl","SLUB","UB",7,4,0.319968104438738,-0.130846966410056,6.414241775,0.510429142338891,1.7299808,0.137667497887036
"2501","Hedmark","stangeskovene_aurskog","SSAUB","UB",7,4,0.185178895440485,-0.227770467118871,5.5024036,0.43786736591332,1.21281478333333,0.096512733911213
"2502","Hedmark","stangeskovene_eidskog","SSBUB","UB",7,4,0.161985399128523,-0.204564990694294,4.645364275,0.369666343414374,1.3526314625,0.107638991719247
"2503","Hedmark","eidskog","STSKNUB","UB",7,4,0.16423260188276,-0.204742311106443,5.242555,0.417189271340566,0.545998875,0.0434492099394319
"2504","Hedmark","truls_holm","THUB","UB",7,4,0.170348553014196,-0.235902690902527,14.602055375,1.16199464611641,1.9025762875,0.151402210382526
"2505","Trøndelag","steinkjer_1bbb","1BBB","B",8,4,0.350829741089364,-0.12065790376042,6.87497329,0.547092991364125,1.494652765,0.118940687877859
"2506","Telemark","nome_cappelen1","1CAB","B",8,4,0.220404400719408,-0.13753931414854,3.55988509333333,0.283286654721577,0.166264848333333,0.0132309362373371
"2507","Telemark","drangedal1","1DRB","B",8,4,0.294988775541745,-0.0964797697696552,8.797465105,0.700080029069605,1.918554375,0.152673706185916
"2508","Telemark","fritsoe1","1FRB","B",8,4,0.342315077937648,-0.104825986891563,4.509098195,0.358822633310496,1.150161545,0.0915269476204806
"2509","Telemark","furesdal","1FYB","B",8,4,0.26658640815477,-0.155651914591996,2.42660375,0.193102990868915,0.30025125,0.0238932353035102
"2510","Trøndelag","namdalseid_1kub","1KB","B",8,4,0.208749879718777,-0.221320261127325,6.07612388,0.483522575170353,1.792950525,0.142678469386479
"2511","Telemark","kviteseid1","1KVB","B",8,4,0.350552950118995,-0.127996541613626,5.00514387,0.398296693898299,0.295721439999999,0.0235327644771266
"2512","Trøndelag","nsb_verdal","1NSB","B",8,4,0.153168926915582,-0.0924527992346155,8.533296375,0.679058149474701,2.40790889,0.191615301179209
"2513","Trøndelag","sub_namdalseid","1SB","B",8,4,0.370142320610526,-0.113162255864354,1.902389015,0.151387307710486,0.379350505,0.0301877540175784
"2514","Trøndelag","verdal_1vb","1VBB","B",8,4,0.17365918029838,-0.215067736760945,0.848762275,0.0675423557880863,-0.0858843399999999,-0.00683445862259249
"2515","Trøndelag","steinkjer_2bbb","2BBB","B",8,4,0.352176781391162,-0.119500250174469,8.57320717,0.68223414962819,-0.15423966,-0.0122740021549067
"2516","Telemark","nome_cappelen2","2CAB","B",8,4,0.18720529577535,-0.156025352764815,6.6362525,0.528096194490474,0.378184375,0.0300949563406845
"2517","Telemark","fritsoe2","2FRB","B",8,4,0.27720650606397,-0.108280870989383,6.644714275,0.528769561149765,2.825986285,0.224884843183826
"2518","Telemark","kviteseid2","2KVB","B",8,4,0.385019858829295,-0.102345328878218,6.76839507,0.538611766094658,1.899133715,0.151128259167362
"2519","Trøndelag","verdal_2vb","2VBB","B",8,4,0.144139713144086,-0.16229516142801,17.021887345,1.35455875585506,5.158395695,0.410492086641601
"2520","Telemark","drangedal3","3DRB","B",8,4,0.31979292791652,-0.120376591710508,0.55353375,0.0440488162403467,0.0517870833333333,0.00412108515040596
"2521","Telemark","kviteseid3","3KVB","B",8,4,0.401228646976364,-0.105846755545605,3.910944495,0.311223074268643,0.268929845,0.0214007570883437
"2522","Telemark","notodden3","3NOB","B",8,4,0.294058509194013,-0.133254369613657,9.56274803333333,0.76097930952365,2.70606513333333,0.215341821149314
"2523","Telemark","drangedal4","4DRB","B",8,4,0.324030442785309,-0.113150641628821,6.898629005,0.548975453351437,1.215054705,0.0966909812139074
"2524","Telemark","notodden5","5NOB","B",8,4,0.298419923945535,-0.107083066408631,10.1306021,0.806167700356068,1.9621154,0.156140182413366
"2525","Telemark","notodden6","6NOB","B",8,4,0.233229316519549,-0.17366992369427,6.819121615,0.542648456286019,1.436624045,0.114322909063212
"2526","Trøndelag","bratsberg","BRB","B",8,4,0.185265886400125,-0.236797545314301,3.12841291,0.2489511893295,0.469019,0.0373233461270088
"2527","Hedmark","didrik_holmsen","DHB","B",8,4,0.17098954307365,-0.223599593071913,10.00827007,0.796432826719585,1.244336875,0.0990211822638859
"2528","Trøndelag","selbu_flub","FLB","B",8,4,0.168901706364972,-0.231904271674298,13.795375975,1.09780113911621,2.14732672,0.170878830960653
"2529","Trøndelag","hi_tydal","HIB","B",8,4,0.363036485944473,-0.119275783505709,5.15221264,0.410000054758272,-6.224956545,-0.495366302334498
"2530","Hedmark","halvard_pramhus","HPB","B",8,4,0.151394826318142,-0.206004531640159,13.545896875,1.07794822313465,1.31822375,0.104900912956817
"2531","Trøndelag","selbu_kl","KLB","B",8,4,0.225021909292168,-0.202131811130027,8.20811518,0.653181052182311,-0.565995865000001,-0.0450405198421615
"2532","Trøndelag","singsaas","LAB","B",8,4,0.316976233293308,-0.13262599384554,4.07977535,0.324658206828484,0.985335035,0.0784104707109378
"2533","Trøndelag","malvik","MAB","B",8,4,0.183603530904577,-0.235331004233505,4.541492995,0.361400529585733,-1.6916834,-0.134619887628252
"2534","Hedmark","stig_dahlen","SDB","B",8,4,0.152666018466407,-0.195633073050346,16.660561095,1.32580532647689,3.39989092,0.270554722945626
"2535","Trøndelag","sl_tydal","SEB","B",8,4,0.37916812224933,-0.107389732750196,4.45633495,0.354623867682837,1.211490955,0.0964073869996855
"2536","Trøndelag","selbu_sl","SLB","B",8,4,0.324330558510457,-0.132637275821199,6.583499555,0.523898248510772,1.14937957,0.0914647200271687
"2537","Hedmark","stangeskovene_aurskog","SSAB","B",8,4,0.18416108433838,-0.224026590984357,5.225300625,0.41581621180496,2.3767175,0.189133169229006
"2538","Hedmark","stangeskovene_eidskog","SSBB","B",8,4,0.157485710419315,-0.19634169827738,6.24856125,0.497244705074986,1.198995625,0.0954130402321532
"2539","Hedmark","truls_holm","THB","B",8,4,0.180267253916321,-0.216175217201469,11.50376099,0.915440212853108,1.90314592,0.151447540296586
"2540","Trøndelag","steinkjer_1bbb","1BBUB","UB",8,4,0.346312820744197,-0.119414780604289,6.414326875,0.51043591438172,0.85216085,0.0678128057934456
"2541","Telemark","nome_cappelen1","1CAUB","UB",8,4,0.222362556132112,-0.129976305600957,3.4467547375,0.274284027049267,0.432988825,0.0344561559011508
"2542","Telemark","drangedal1","1DRUB","UB",8,4,0.302193631723174,-0.0996547789340793,5.90106755,0.46959203505084,1.7789162875,0.141561660251154
"2543","Telemark","fritsoe1","1FRUB","UB",8,4,0.340347540788634,-0.106572976375746,16.955232175,1.349254505961,3.01571515,0.239982986539808
"2544","Telemark","furesdal","1FYUB","UB",8,4,0.25719689085329,-0.155957820197273,5.9148926375,0.470692200557992,0.316214499999999,0.0251635503761661
"2545","Trøndelag","namdalseid_1kub","1KUB","UB",8,4,0.191868132886832,-0.208252876234045,14.968158125,1.19112817728743,4.01428185,0.319446399695789
"2546","Telemark","kviteseid1","1KVUB","UB",8,4,0.350066347252587,-0.130368372785764,3.40847085,0.271237492081067,0.557461675,0.0443613905802688
"2547","Trøndelag","nsb_verdal","1NSUB","UB",8,4,0.159695955776195,-0.0944944892410033,1.78770773333333,0.142261261281804,0.231079133333333,0.0183886931576956
"2548","Trøndelag","sub_namdalseid","1SUB","UB",8,4,0.353299380235446,-0.109173485659009,6.215146125,0.494585613916094,1.531113375,0.121842131032682
"2549","Trøndelag","verdal_1vb","1VBUB","UB",8,4,0.170655934558734,-0.211430129687324,1.82655545,0.145352664349471,0.879593525,0.0699958287076873
"2550","Trøndelag","steinkjer_2bbb","2BBUB","UB",8,4,0.355427116568697,-0.120211290470475,4.1548345,0.330631224201872,0.861446675,0.0685517482681637
"2551","Telemark","nome_cappelen2","2CAUB","UB",8,4,0.18366159387804,-0.15949434656329,9.6856386625,0.770758635069424,1.4863426875,0.118279392922059
"2552","Telemark","fritsoe2","2FRUB","UB",8,4,0.279019103852366,-0.112817416192649,10.930580725,0.869827976624372,2.798360275,0.222686435159123
"2553","Telemark","kviteseid2","2KVUB","UB",8,4,0.381717862150006,-0.100166085098832,5.572570525,0.443451072390974,1.6136693875,0.128411729768348
"2554","Trøndelag","verdal_2vb","2VBUB","UB",8,4,0.146559871286207,-0.16090032918376,14.1833260125,1.12867322218662,3.356250425,0.267081922696512
"2555","Telemark","drangedal3","3DRUB","UB",8,4,0.327100236468004,-0.118818946939773,1.91590665,0.152463006925067,0.7860153625,0.0625491151440215
