"","Region","Treatment","Years_Since_Exclosure","Group","Month","Mean_Plot_Albedo","SE","Season"
"629","Hedmark","B",6,"Pine",3,0.361756478341406,0.00825027147493802,"Winter"
"630","Telemark","B",6,"Pine",3,0.416178813934591,0.0117510554888099,"Winter"
"631","Trøndelag","B",6,"Pine",3,0.392289799925852,0.0241622913629487,"Winter"
"632","Hedmark","UB",6,"Pine",3,0.36497131384607,0.00666813906343819,"Winter"
"633","Telemark","UB",6,"Pine",3,0.419761332925791,0.0123613818189167,"Winter"
"634","Trøndelag","UB",6,"Pine",3,0.39979801637954,0.0206529746319165,"Winter"
"635","Hedmark","B",7,"Pine",3,0.35782143529063,0.0091367411908699,"Winter"
"636","Telemark","B",7,"Pine",3,0.413181812470007,0.0120012123041093,"Winter"
"637","Trøndelag","B",7,"Pine",3,0.39248252463705,0.0240257096531486,"Winter"
"638","Hedmark","UB",7,"Pine",3,0.361763359960037,0.0077351536197413,"Winter"
"639","Telemark","UB",7,"Pine",3,0.417248805621724,0.0126773234092898,"Winter"
"640","Trøndelag","UB",7,"Pine",3,0.398566436734085,0.0203192443122806,"Winter"
"641","Hedmark","B",8,"Pine",3,0.362952956677623,0.00731299398073857,"Winter"
"642","Telemark","B",8,"Pine",3,0.409484921714472,0.0119727240614345,"Winter"
"643","Trøndelag","B",8,"Pine",3,0.391187798077071,0.0244080127062271,"Winter"
"644","Hedmark","UB",8,"Pine",3,0.366040902088221,0.00938325468361526,"Winter"
"645","Telemark","UB",8,"Pine",3,0.415138961505034,0.0128000361128939,"Winter"
"646","Trøndelag","UB",8,"Pine",3,0.397788395276189,0.0201821148976597,"Winter"
"647","Hedmark","B",9,"Pine",3,0.37339030918669,0.0188626972737973,"Winter"
"648","Telemark","B",9,"Pine",3,0.406489421285279,0.012177409174578,"Winter"
"649","Trøndelag","B",9,"Pine",3,0.391905860930941,0.0240382210756893,"Winter"
"650","Hedmark","UB",9,"Pine",3,0.366457670910826,0.0271838502245294,"Winter"
"651","Telemark","UB",9,"Pine",3,0.412346772312972,0.0130199347338771,"Winter"
"652","Trøndelag","UB",9,"Pine",3,0.374128805510687,0.0279393516103448,"Winter"
"653","Hedmark","B",10,"Pine",3,0.370720921086921,0.0192633744350189,"Winter"
"654","Trøndelag","B",10,"Pine",3,0.392122619681243,0.0239608595189244,"Winter"
"655","Hedmark","UB",10,"Pine",3,0.359546626698326,0.0299380433537955,"Winter"
"656","Trøndelag","UB",10,"Pine",3,0.373321031038851,0.02751703372047,"Winter"
"657","Hedmark","B",11,"Pine",3,0.364318782123067,0.0202254280137063,"Winter"
"658","Trøndelag","B",11,"Pine",3,0.391918465863459,0.0239143475488683,"Winter"
"659","Hedmark","UB",11,"Pine",3,0.355672042784477,0.0306291929878873,"Winter"
"660","Trøndelag","UB",11,"Pine",3,0.371434574517654,0.0272522624377158,"Winter"
"661","Telemark","B",1,"Spruce",3,0.407748105604614,0.00958519808962768,"Winter"
"662","Trøndelag","B",1,"Spruce",3,0.383812615689901,0.017881572502711,"Winter"
"663","Telemark","UB",1,"Spruce",3,0.399088106481113,0.00960383110877516,"Winter"
"664","Trøndelag","UB",1,"Spruce",3,0.383715283535059,0.0176053364432402,"Winter"
"665","Hedmark","B",2,"Spruce",3,0.353581385988127,0.0100390521516826,"Winter"
"666","Telemark","B",2,"Spruce",3,0.408782785252891,0.00979203719249465,"Winter"
"667","Trøndelag","B",2,"Spruce",3,0.382151384412448,0.0179593532986538,"Winter"
"668","Hedmark","UB",2,"Spruce",3,0.341096739582096,0.0142310546315651,"Winter"
"669","Telemark","UB",2,"Spruce",3,0.400469670024495,0.00928995424726645,"Winter"
"670","Trøndelag","UB",2,"Spruce",3,0.382367968696715,0.0174701808368651,"Winter"
"671","Hedmark","B",3,"Spruce",3,0.350416463466023,0.00677650615869805,"Winter"
"672","Telemark","B",3,"Spruce",3,0.408207201643426,0.00959425968492346,"Winter"
"673","Trøndelag","B",3,"Spruce",3,0.3814755495719,0.0178632193058933,"Winter"
"674","Hedmark","UB",3,"Spruce",3,0.34481594577191,0.00916959459493012,"Winter"
"675","Telemark","UB",3,"Spruce",3,0.398806205654382,0.00892490376931869,"Winter"
"676","Trøndelag","UB",3,"Spruce",3,0.381637150627993,0.0175566473500767,"Winter"
"677","Hedmark","B",4,"Spruce",3,0.348038928070183,0.00715785145366906,"Winter"
"678","Telemark","B",4,"Spruce",3,0.406976088058724,0.00948916513950911,"Winter"
"679","Trøndelag","B",4,"Spruce",3,0.379593934234573,0.0178447928397437,"Winter"
"680","Hedmark","UB",4,"Spruce",3,0.340866513168296,0.00873872794366094,"Winter"
"681","Telemark","UB",4,"Spruce",3,0.394305455563191,0.00854585505670702,"Winter"
"682","Trøndelag","UB",4,"Spruce",3,0.377388479275758,0.0170553786723391,"Winter"
"683","Hedmark","B",5,"Spruce",3,0.34303198530765,0.00780505290767623,"Winter"
"684","Telemark","B",5,"Spruce",3,0.405259558202846,0.0094057376340388,"Winter"
"685","Trøndelag","B",5,"Spruce",3,0.375517977508651,0.0176247113642849,"Winter"
"686","Hedmark","UB",5,"Spruce",3,0.336909121300256,0.00991150770414279,"Winter"
"687","Telemark","UB",5,"Spruce",3,0.39025758181382,0.00847123661548243,"Winter"
"688","Trøndelag","UB",5,"Spruce",3,0.373106523387399,0.0170235338280619,"Winter"
"689","Hedmark","B",6,"Spruce",3,0.342194937440805,0.00835406623034011,"Winter"
"690","Telemark","B",6,"Spruce",3,0.402275888882557,0.0092380616062185,"Winter"
"691","Trøndelag","B",6,"Spruce",3,0.368155752980717,0.0174671303500941,"Winter"
"692","Hedmark","UB",6,"Spruce",3,0.335413792982351,0.00952271995363143,"Winter"
"693","Telemark","UB",6,"Spruce",3,0.387494944203893,0.00862056161921389,"Winter"
"694","Trøndelag","UB",6,"Spruce",3,0.369358839084171,0.0169009089224838,"Winter"
"695","Hedmark","B",7,"Spruce",3,0.334549563269419,0.00961988149325973,"Winter"
"696","Telemark","B",7,"Spruce",3,0.398873298329496,0.00920114657585199,"Winter"
"697","Trøndelag","B",7,"Spruce",3,0.365729958439612,0.0175576121996326,"Winter"
"698","Hedmark","UB",7,"Spruce",3,0.331022109726163,0.0107402944527519,"Winter"
"699","Telemark","UB",7,"Spruce",3,0.384594353964092,0.00844879216195473,"Winter"
"700","Trøndelag","UB",7,"Spruce",3,0.368908503000869,0.0169264286855146,"Winter"
"701","Hedmark","B",8,"Spruce",3,0.34290339904586,0.0115621176093788,"Winter"
"702","Telemark","B",8,"Spruce",3,0.395269608467131,0.00953972928369024,"Winter"
"703","Trøndelag","B",8,"Spruce",3,0.361880668603184,0.0182087500781868,"Winter"
"704","Hedmark","UB",8,"Spruce",3,0.34236666505181,0.00939872684313529,"Winter"
"705","Telemark","UB",8,"Spruce",3,0.379190691173475,0.00849623416059242,"Winter"
"706","Trøndelag","UB",8,"Spruce",3,0.366163912409165,0.0174974273792592,"Winter"
"707","Hedmark","B",9,"Spruce",3,0.354203021730671,0.0196009005593785,"Winter"
"708","Telemark","B",9,"Spruce",3,0.392184910627063,0.00952716188224374,"Winter"
"709","Trøndelag","B",9,"Spruce",3,0.361662553103456,0.0187601696591004,"Winter"
"710","Hedmark","UB",9,"Spruce",3,0.357921570783812,0.0123932058353143,"Winter"
"711","Telemark","UB",9,"Spruce",3,0.376850622272669,0.00860136203008245,"Winter"
"712","Trøndelag","UB",9,"Spruce",3,0.365491593111851,0.0167663889187363,"Winter"
"713","Hedmark","B",10,"Spruce",3,0.349379474118561,0.0218589748505563,"Winter"
"714","Trøndelag","B",10,"Spruce",3,0.359582014102904,0.0190692863253375,"Winter"
"715","Hedmark","UB",10,"Spruce",3,0.350908058577766,0.0115076243308687,"Winter"
"716","Trøndelag","UB",10,"Spruce",3,0.36306709842164,0.0171241677492414,"Winter"
"717","Hedmark","B",11,"Spruce",3,0.342983293286167,0.0243969727725832,"Winter"
"718","Trøndelag","B",11,"Spruce",3,0.356711380328816,0.0187029955778233,"Winter"
"719","Hedmark","UB",11,"Spruce",3,0.349333398318708,0.0131084584686028,"Winter"
"720","Trøndelag","UB",11,"Spruce",3,0.364087376882971,0.016460770927943,"Winter"
"721","Telemark","B",1,"Composite",4,0.299851323311657,0.0157333816701904,"Spring"
"722","Trøndelag","B",1,"Composite",4,0.265398760495548,0.0255378395277755,"Spring"
"723","Telemark","UB",1,"Composite",4,0.29860086430897,0.0150356566884416,"Spring"
"724","Trøndelag","UB",1,"Composite",4,0.266094250799588,0.0252025591290423,"Spring"
"725","Hedmark","B",2,"Composite",4,0.174200759565639,0.00692317428680559,"Spring"
"726","Telemark","B",2,"Composite",4,0.30292465498538,0.0149209220771688,"Spring"
"727","Trøndelag","B",2,"Composite",4,0.264674792923878,0.0256064850570136,"Spring"
"728","Hedmark","UB",2,"Composite",4,0.16870166470908,0.00912911888222382,"Spring"
"729","Telemark","UB",2,"Composite",4,0.300113159414083,0.0149105355735289,"Spring"
"730","Trøndelag","UB",2,"Composite",4,0.265582081737278,0.0251898073553097,"Spring"
"731","Hedmark","B",3,"Composite",4,0.172665318978402,0.00435107758057665,"Spring"
"732","Telemark","B",3,"Composite",4,0.302440703499127,0.0148755372944189,"Spring"
"733","Trøndelag","B",3,"Composite",4,0.264437322965987,0.0256202857700832,"Spring"
"734","Hedmark","UB",3,"Composite",4,0.169465189089927,0.00546280869508182,"Spring"
"735","Telemark","UB",3,"Composite",4,0.298464197988251,0.0148212464980213,"Spring"
"736","Trøndelag","UB",3,"Composite",4,0.264661037972575,0.0251042370633508,"Spring"
"737","Hedmark","B",4,"Composite",4,0.170296945944509,0.00462591416937938,"Spring"
"738","Telemark","B",4,"Composite",4,0.300833741617512,0.0147997304128916,"Spring"
"739","Trøndelag","B",4,"Composite",4,0.263885340595924,0.0257015645853977,"Spring"
"740","Hedmark","UB",4,"Composite",4,0.167264132767367,0.00546777258663151,"Spring"
"741","Telemark","UB",4,"Composite",4,0.296323255913197,0.0144559319652079,"Spring"
"742","Trøndelag","UB",4,"Composite",4,0.263196683962854,0.0252771510210912,"Spring"
"743","Hedmark","B",5,"Composite",4,0.166417742161625,0.00532068878974352,"Spring"
"744","Telemark","B",5,"Composite",4,0.299311844347316,0.0147347905690211,"Spring"
"745","Trøndelag","B",5,"Composite",4,0.262465373357139,0.0254345773969671,"Spring"
"746","Hedmark","UB",5,"Composite",4,0.162302533663895,0.00651955112456392,"Spring"
"747","Telemark","UB",5,"Composite",4,0.29373103498434,0.0143769753036563,"Spring"
"748","Trøndelag","UB",5,"Composite",4,0.261197172018766,0.0252297034402195,"Spring"
"749","Hedmark","B",6,"Composite",4,0.165426282484587,0.00546120371156131,"Spring"
"750","Telemark","B",6,"Composite",4,0.296247987910003,0.01456655663192,"Spring"
"751","Trøndelag","B",6,"Composite",4,0.261134292302301,0.0253150207420547,"Spring"
"752","Hedmark","UB",6,"Composite",4,0.160149663389144,0.00644139817344595,"Spring"
"753","Telemark","UB",6,"Composite",4,0.290792600930615,0.0142920081373211,"Spring"
"754","Trøndelag","UB",6,"Composite",4,0.258934014225759,0.025095279939575,"Spring"
"755","Hedmark","B",7,"Composite",4,0.161419442562996,0.00621075717252739,"Spring"
"756","Telemark","B",7,"Composite",4,0.294623170035719,0.0146951674241927,"Spring"
"757","Trøndelag","B",7,"Composite",4,0.261482241404092,0.0254596745896883,"Spring"
"758","Hedmark","UB",7,"Composite",4,0.156592766062149,0.00696510212980322,"Spring"
"759","Telemark","UB",7,"Composite",4,0.289715005518083,0.0143222141397011,"Spring"
"760","Trøndelag","UB",7,"Composite",4,0.256316655505572,0.0251535936454057,"Spring"
"761","Hedmark","B",8,"Composite",4,0.167424207518872,0.00547164648589407,"Spring"
"762","Telemark","B",8,"Composite",4,0.291984363483298,0.0145896538842946,"Spring"
"763","Trøndelag","B",8,"Composite",4,0.261198407396056,0.0259796759579123,"Spring"
"764","Hedmark","UB",8,"Composite",4,0.159862330312376,0.00756300914923509,"Spring"
"765","Telemark","UB",8,"Composite",4,0.287098858612344,0.0141464058190012,"Spring"
"766","Trøndelag","UB",8,"Composite",4,0.25334333389185,0.0251786496024802,"Spring"
"767","Hedmark","B",9,"Composite",4,0.170004707921918,0.014851825311057,"Spring"
"768","Telemark","B",9,"Composite",4,0.290233300460395,0.0145716799347662,"Spring"
"769","Trøndelag","B",9,"Composite",4,0.259838921729138,0.0258622891062984,"Spring"
"770","Hedmark","UB",9,"Composite",4,0.162628471240801,0.0170153563178941,"Spring"
"771","Telemark","UB",9,"Composite",4,0.285426408800206,0.0141113608401281,"Spring"
"772","Trøndelag","UB",9,"Composite",4,0.252792052715666,0.0253358729299253,"Spring"
"773","Hedmark","B",10,"Composite",4,0.166497287935105,0.0147236602680571,"Spring"
"774","Trøndelag","B",10,"Composite",4,0.259630566886455,0.0256301338204718,"Spring"
"775","Hedmark","UB",10,"Composite",4,0.158967919098505,0.0169267929201365,"Spring"
"776","Trøndelag","UB",10,"Composite",4,0.252256847281932,0.0251514485856889,"Spring"
"777","Hedmark","B",11,"Composite",4,0.163421152688776,0.0154241683562253,"Spring"
"778","Trøndelag","B",11,"Composite",4,0.257688598798313,0.0251045561892226,"Spring"
"779","Hedmark","UB",11,"Composite",4,0.158410969720848,0.0175143292129028,"Spring"
"780","Trøndelag","UB",11,"Composite",4,0.252174557797095,0.0248722502538611,"Spring"
"781","Telemark","B",1,"Deciduous",4,0.311218882053801,0.0173258277950428,"Spring"
"782","Trøndelag","B",1,"Deciduous",4,0.272601947833848,0.027026225631213,"Spring"
"783","Telemark","UB",1,"Deciduous",4,0.313521285947786,0.016499973750823,"Spring"
"784","Trøndelag","UB",1,"Deciduous",4,0.267650321951625,0.0284180919799495,"Spring"
"785","Hedmark","B",2,"Deciduous",4,0.184018082861679,0.00619473832577335,"Spring"
"786","Telemark","B",2,"Deciduous",4,0.311493247998568,0.016176325446315,"Spring"
"787","Trøndelag","B",2,"Deciduous",4,0.271788317363988,0.0271178703481621,"Spring"
"788","Hedmark","UB",2,"Deciduous",4,0.184075812748751,0.00627723477299327,"Spring"
"789","Telemark","UB",2,"Deciduous",4,0.312316330615264,0.0164185116272994,"Spring"
"790","Trøndelag","UB",2,"Deciduous",4,0.266795816837929,0.0283427724978264,"Spring"
"791","Hedmark","B",3,"Deciduous",4,0.180601945018713,0.0036188876599186,"Spring"
"792","Telemark","B",3,"Deciduous",4,0.311630820932115,0.016234561295336,"Spring"
"793","Trøndelag","B",3,"Deciduous",4,0.27200446136324,0.0271720554017867,"Spring"
"794","Hedmark","UB",3,"Deciduous",4,0.17838994552633,0.00424050170468622,"Spring"
"795","Telemark","UB",3,"Deciduous",4,0.310997004613181,0.0162772515894392,"Spring"
"796","Trøndelag","UB",3,"Deciduous",4,0.271632226500257,0.0265403176735392,"Spring"
"797","Hedmark","B",4,"Deciduous",4,0.180160357314686,0.00356233800297093,"Spring"
"798","Telemark","B",4,"Deciduous",4,0.311123967198131,0.0161559536651567,"Spring"
"799","Trøndelag","B",4,"Deciduous",4,0.271075892848684,0.0272150749123899,"Spring"
"800","Hedmark","UB",4,"Deciduous",4,0.176706417172615,0.00441363399161365,"Spring"
"801","Telemark","UB",4,"Deciduous",4,0.309499680166759,0.0161777841743737,"Spring"
"802","Trøndelag","UB",4,"Deciduous",4,0.270239358638541,0.0267106392166236,"Spring"
"803","Hedmark","B",5,"Deciduous",4,0.179116400459083,0.00355010247933645,"Spring"
"804","Telemark","B",5,"Deciduous",4,0.310670020032282,0.0161350902026152,"Spring"
"805","Trøndelag","B",5,"Deciduous",4,0.271030892671477,0.0272315517001792,"Spring"
"806","Hedmark","UB",5,"Deciduous",4,0.174025460743935,0.00509709020544266,"Spring"
"807","Telemark","UB",5,"Deciduous",4,0.307991468507319,0.0161631152437698,"Spring"
"808","Trøndelag","UB",5,"Deciduous",4,0.26913662516323,0.0267352112916322,"Spring"
"809","Hedmark","B",6,"Deciduous",4,0.178393470537482,0.00361635402693654,"Spring"
"810","Telemark","B",6,"Deciduous",4,0.310106907537106,0.0160901640348866,"Spring"
"811","Trøndelag","B",6,"Deciduous",4,0.27046629026691,0.0271786776639286,"Spring"
"812","Hedmark","UB",6,"Deciduous",4,0.171426458807683,0.00535441984544741,"Spring"
"813","Telemark","UB",6,"Deciduous",4,0.306020231820142,0.0160091641422649,"Spring"
"814","Trøndelag","UB",6,"Deciduous",4,0.266535498328115,0.0265401763943684,"Spring"
"815","Hedmark","B",7,"Deciduous",4,0.177360915518679,0.00372255405814622,"Spring"
"816","Telemark","B",7,"Deciduous",4,0.309609336131256,0.0161035954454661,"Spring"
"817","Trøndelag","B",7,"Deciduous",4,0.270069569395725,0.0271979065854139,"Spring"
"818","Hedmark","UB",7,"Deciduous",4,0.169889428420819,0.00551934320962452,"Spring"
"819","Telemark","UB",7,"Deciduous",4,0.304898089448674,0.015944694162355,"Spring"
"820","Trøndelag","UB",7,"Deciduous",4,0.263649161296306,0.0263645560068497,"Spring"
"821","Hedmark","B",8,"Deciduous",4,0.17473927957136,0.00497653386403597,"Spring"
"822","Telemark","B",8,"Deciduous",4,0.30876725643696,0.0159496354865636,"Spring"
"823","Trøndelag","B",8,"Deciduous",4,0.26850413707722,0.0270226478171306,"Spring"
"824","Hedmark","UB",8,"Deciduous",4,0.161998152028615,0.00850253061153988,"Spring"
"825","Telemark","UB",8,"Deciduous",4,0.303278404264347,0.0158418613949825,"Spring"
"826","Trøndelag","UB",8,"Deciduous",4,0.259580466225612,0.0262186688226111,"Spring"
"827","Hedmark","B",9,"Deciduous",4,0.171398657306206,0.0169005143199603,"Spring"
"828","Telemark","B",9,"Deciduous",4,0.308584329081289,0.0158723218340094,"Spring"
"829","Trøndelag","B",9,"Deciduous",4,0.267171004277608,0.0271493376217555,"Spring"
"830","Hedmark","UB",9,"Deciduous",4,0.161740916782014,0.0175011401416426,"Spring"
"831","Telemark","UB",9,"Deciduous",4,0.302487539895674,0.0157618134864549,"Spring"
"832","Trøndelag","UB",9,"Deciduous",4,0.2597081159037,0.0265512692623784,"Spring"
"833","Hedmark","B",10,"Deciduous",4,0.169519566689612,0.0172734490117136,"Spring"
"834","Trøndelag","B",10,"Deciduous",4,0.267634606350632,0.0270742281890373,"Spring"
"835","Hedmark","UB",10,"Deciduous",4,0.159848167235509,0.0164980060916456,"Spring"
"836","Trøndelag","UB",10,"Deciduous",4,0.259241348704072,0.0263397844247645,"Spring"
"837","Hedmark","B",11,"Deciduous",4,0.167914734297366,0.0179461147136496,"Spring"
"838","Trøndelag","B",11,"Deciduous",4,0.267101492049073,0.0269748243673194,"Spring"
"839","Hedmark","UB",11,"Deciduous",4,0.160355386198406,0.0169629973594281,"Spring"
"840","Trøndelag","UB",11,"Deciduous",4,0.259563703135686,0.0261377609306417,"Spring"
"841","Telemark","B",1,"Pine",4,0.282473406747817,0.016581815902274,"Spring"
"842","Trøndelag","B",1,"Pine",4,0.246517459629885,0.028499389352642,"Spring"
"843","Telemark","UB",1,"Pine",4,0.289908592010155,0.0148799496486118,"Spring"
"844","Trøndelag","UB",1,"Pine",4,0.211568548504173,0.0227099901082067,"Spring"
"845","Hedmark","B",2,"Pine",4,0.17293757088636,0.0118919858401192,"Spring"
"846","Telemark","B",2,"Pine",4,0.288973648071888,0.014905512852825,"Spring"
"847","Trøndelag","B",2,"Pine",4,0.246800346029612,0.0283520953252229,"Spring"
"848","Hedmark","UB",2,"Pine",4,0.171144713429124,0.00551821532590958,"Spring"
"849","Telemark","UB",2,"Pine",4,0.296220629265511,0.0153178915825907,"Spring"
"850","Trøndelag","UB",2,"Pine",4,0.235691004350348,0.0337164887666535,"Spring"
"851","Hedmark","B",3,"Pine",4,0.170821197811942,0.00582858278935973,"Spring"
"852","Telemark","B",3,"Pine",4,0.286612398483539,0.0161991049674812,"Spring"
"853","Trøndelag","B",3,"Pine",4,0.246540387162636,0.0284904760386991,"Spring"
"854","Hedmark","UB",3,"Pine",4,0.170567675220189,0.00375664795226555,"Spring"
"855","Telemark","UB",3,"Pine",4,0.295851135600852,0.0153876262450616,"Spring"
"856","Trøndelag","UB",3,"Pine",4,0.235441966908333,0.0338220537101486,"Spring"
"857","Hedmark","B",4,"Pine",4,0.169348155193875,0.00604245426581275,"Spring"
"858","Telemark","B",4,"Pine",4,0.288384850167896,0.013990723540532,"Spring"
"859","Trøndelag","B",4,"Pine",4,0.252994459518291,0.0266274098602626,"Spring"
"860","Hedmark","UB",4,"Pine",4,0.169639233450067,0.00397525420587553,"Spring"
"861","Telemark","UB",4,"Pine",4,0.295151362987436,0.015437445220794,"Spring"
"862","Trøndelag","UB",4,"Pine",4,0.234490973701948,0.0337833522807,"Spring"
"863","Hedmark","B",5,"Pine",4,0.166493088763602,0.00683184255570317,"Spring"
"864","Telemark","B",5,"Pine",4,0.287003511285328,0.0140240013146823,"Spring"
"865","Trøndelag","B",5,"Pine",4,0.245201362388623,0.0284907840278884,"Spring"
"866","Hedmark","UB",5,"Pine",4,0.168316351933823,0.00413800779990141,"Spring"
"867","Telemark","UB",5,"Pine",4,0.294118507305618,0.0155342921340364,"Spring"
"868","Trøndelag","UB",5,"Pine",4,0.233804601752009,0.0336569797490505,"Spring"
"869","Hedmark","B",6,"Pine",4,0.166762599516712,0.00640685373278459,"Spring"
"870","Telemark","B",6,"Pine",4,0.285132643703852,0.014055276134109,"Spring"
"871","Trøndelag","B",6,"Pine",4,0.244771037954832,0.0284502530393643,"Spring"
"872","Hedmark","UB",6,"Pine",4,0.168472206497369,0.00453078473574701,"Spring"
"873","Telemark","UB",6,"Pine",4,0.28632888001001,0.0151506744442988,"Spring"
"874","Trøndelag","UB",6,"Pine",4,0.233798803712148,0.0335890583330258,"Spring"
"875","Hedmark","B",7,"Pine",4,0.164106313567574,0.00703572730815923,"Spring"
"876","Telemark","B",7,"Pine",4,0.283074932711145,0.0142055688255238,"Spring"
"877","Trøndelag","B",7,"Pine",4,0.244831101787731,0.0282222575349896,"Spring"
"878","Hedmark","UB",7,"Pine",4,0.165733292195296,0.00528136924064385,"Spring"
"879","Telemark","UB",7,"Pine",4,0.284627510745912,0.0153495797858635,"Spring"
"880","Trøndelag","UB",7,"Pine",4,0.232885437458824,0.0333288278914363,"Spring"
"881","Hedmark","B",8,"Pine",4,0.166423329406977,0.00545146273882523,"Spring"
"882","Telemark","B",8,"Pine",4,0.280431121612646,0.0140660398699118,"Spring"
"883","Trøndelag","B",8,"Pine",4,0.243858959462479,0.0285017288952518,"Spring"
"884","Hedmark","UB",8,"Pine",4,0.168413398410693,0.00648417157410377,"Spring"
"885","Telemark","UB",8,"Pine",4,0.283172462121503,0.0154186563754769,"Spring"
"886","Trøndelag","UB",8,"Pine",4,0.232323148847452,0.0332328962089958,"Spring"
"887","Hedmark","B",9,"Pine",4,0.174141679948587,0.0122845416647042,"Spring"
"888","Telemark","B",9,"Pine",4,0.278268809694146,0.0140547390250295,"Spring"
"889","Trøndelag","B",9,"Pine",4,0.243310340099618,0.027843818175011,"Spring"
"890","Hedmark","UB",9,"Pine",4,0.169452738710503,0.0178534811025551,"Spring"
"891","Telemark","UB",9,"Pine",4,0.281244148099611,0.0155287118877152,"Spring"
"892","Trøndelag","UB",9,"Pine",4,0.219383457574154,0.0304531669466212,"Spring"
"893","Hedmark","B",10,"Pine",4,0.172355397736073,0.012416392982588,"Spring"
"894","Trøndelag","B",10,"Pine",4,0.243442746734074,0.0277244674247316,"Spring"
"895","Hedmark","UB",10,"Pine",4,0.164812956658678,0.0196187326092902,"Spring"
"896","Trøndelag","UB",10,"Pine",4,0.218685180193555,0.0299379693079658,"Spring"
"897","Hedmark","B",11,"Pine",4,0.168076127489158,0.0126244026218111,"Spring"
"898","Trøndelag","B",11,"Pine",4,0.243283969349798,0.0276675949656488,"Spring"
"899","Hedmark","UB",11,"Pine",4,0.162217290626375,0.0200231537187878,"Spring"
"900","Trøndelag","UB",11,"Pine",4,0.217279892625658,0.0296570429213212,"Spring"
"901","Telemark","B",1,"Spruce",4,0.287793032624755,0.0132098719603174,"Spring"
"902","Trøndelag","B",1,"Spruce",4,0.249871234762571,0.021321325209011,"Spring"
"903","Telemark","UB",1,"Spruce",4,0.281989858964148,0.0124164282891852,"Spring"
"904","Trøndelag","UB",1,"Spruce",4,0.249722404059261,0.0210405512809896,"Spring"
"905","Hedmark","B",2,"Spruce",4,0.176493979165176,0.00633326301283533,"Spring"
"906","Telemark","B",2,"Spruce",4,0.288580604561178,0.0133421562571161,"Spring"
"907","Trøndelag","B",2,"Spruce",4,0.248642580599246,0.0213665388360107,"Spring"
"908","Hedmark","UB",2,"Spruce",4,0.168502255978209,0.00925395278380921,"Spring"
"909","Telemark","UB",2,"Spruce",4,0.282755009436672,0.0119397597259099,"Spring"
"910","Trøndelag","UB",2,"Spruce",4,0.248728301969187,0.0209806100765382,"Spring"
"911","Hedmark","B",3,"Spruce",4,0.173071329573317,0.00428059149656259,"Spring"
"912","Telemark","B",3,"Spruce",4,0.288059600747692,0.0130920822398179,"Spring"
"913","Trøndelag","B",3,"Spruce",4,0.248018749410521,0.0210723833094712,"Spring"
"914","Hedmark","UB",3,"Spruce",4,0.170200363592289,0.00585918823553173,"Spring"
"915","Telemark","UB",3,"Spruce",4,0.281719884948542,0.011898637219161,"Spring"
"916","Trøndelag","UB",3,"Spruce",4,0.248221091949306,0.0210528873043449,"Spring"
"917","Hedmark","B",4,"Spruce",4,0.171713245679352,0.0045597450653407,"Spring"
"918","Telemark","B",4,"Spruce",4,0.287092691241338,0.0129245655189918,"Spring"
"919","Trøndelag","B",4,"Spruce",4,0.246560864566463,0.020870031340243,"Spring"
"920","Hedmark","UB",4,"Spruce",4,0.1676724488247,0.00550463399550366,"Spring"
"921","Telemark","UB",4,"Spruce",4,0.278173519470021,0.0113813038594192,"Spring"
"922","Trøndelag","UB",4,"Spruce",4,0.244891653243996,0.0203916188844309,"Spring"
"923","Hedmark","B",5,"Spruce",4,0.168508294198555,0.005001940000053,"Spring"
"924","Telemark","B",5,"Spruce",4,0.285708396538897,0.0126825595204342,"Spring"
"925","Trøndelag","B",5,"Spruce",4,0.243481380412749,0.0205203506263979,"Spring"
"926","Hedmark","UB",5,"Spruce",4,0.164560035058985,0.00629083680511925,"Spring"
"927","Telemark","UB",5,"Spruce",4,0.275117271077915,0.011142621297279,"Spring"
"928","Trøndelag","UB",5,"Spruce",4,0.241808705209665,0.0203391055074186,"Spring"
"929","Hedmark","B",6,"Spruce",4,0.167614544658279,0.00512972249994137,"Spring"
"930","Telemark","B",6,"Spruce",4,0.283365575972768,0.0123114695144512,"Spring"
"931","Trøndelag","B",6,"Spruce",4,0.237848302022324,0.0199478719649695,"Spring"
"932","Hedmark","UB",6,"Spruce",4,0.163219598644233,0.00585583982188791,"Spring"
"933","Telemark","UB",6,"Spruce",4,0.27286895710135,0.0109226751364003,"Spring"
"934","Trøndelag","UB",6,"Spruce",4,0.238947308542487,0.0200711027807035,"Spring"
"935","Hedmark","B",7,"Spruce",4,0.16273567676341,0.00588899375817643,"Spring"
"936","Telemark","B",7,"Spruce",4,0.2809135616298,0.0122837610041544,"Spring"
"937","Trøndelag","B",7,"Spruce",4,0.236045246260727,0.0199011878424733,"Spring"
"938","Hedmark","UB",7,"Spruce",4,0.160436923127621,0.00661602765848472,"Spring"
"939","Telemark","UB",7,"Spruce",4,0.270662815853833,0.0105754478646883,"Spring"
"940","Trøndelag","UB",7,"Spruce",4,0.238643375165252,0.0201034095702945,"Spring"
"941","Hedmark","B",8,"Spruce",4,0.16679340237224,0.00692102921189916,"Spring"
"942","Telemark","B",8,"Spruce",4,0.278200774875458,0.0121567535586429,"Spring"
"943","Trøndelag","B",8,"Spruce",4,0.233235442435353,0.0201542527631024,"Spring"
